GeneSymbol	Endothelial	CAFs	PVL	B_cells	T_cells	Myeloid	Normal_Epithelial	Cancer_Epithelial
NGFR	1	1	1	1	1	1	214.744157497625	1
NGLY1	1	1	1	127.595160151586	1	121.68724196975	1	1
NHLRC3	1	121.212107758328	1	1	1	1	1	1
NID1	182.028344067927	413.94808649481	225.378746045455	1	1	1	1	1
NID2	1	150.69874640807	1	1	1	1	1	1
NIN	1	1	1	1	1	97.2927517930295	1	1
NIP7	1	1	1	1	1	1	153.082291127621	1
NIPA2	1	1	1	1	1	116.169661893099	1	223.31158197472
NIPSNAP1	1	1	1	1	1	1	1	317.324920993583
NIPSNAP3A	1	1	150.078282617243	1	1	1	1	1
NIT1	1	1	1	1	1	1	1	242.652301549434
NKG7	1	1	1	1	3615.10060019192	1	1	1
NKIRAS2	1	1	1	1	1	99.9632261954446	1	1
NLRP3	1	1	1	1	1	322.198936004434	1	1
NMB	1	1	1	1	1	1	1	283.223239442667
NMD3	1	1	310.109645471502	1	1	1	1	161.743536576047
NME1	1	1	187.022528642279	1	1	1	1	735.952541080454
NMRAL1	1	1	1	1	1	1	172.782196494702	267.566299614243
NMRK1	131.147086713382	1	1	1	1	1	1	1
NOB1	1	111.19052341188	1	1	1	1	249.156768968641	208.23485814406
NOC2L	1	1	1	1	1	1	152.840663857039	276.584001623602
NOL3	1	1	162.589241502884	1	1	1	1	1
NOP16	1	1	1	1	1	1	274.137553527321	226.347384966912
NOS3	162.509678446631	1	1	1	1	1	1	1
NOSTRIN	323.016908510901	1	1	1	1	1	1	1
NOTCH1	234.699684518688	1	1	1	1	1	1	1
NOTCH2	1	202.037746983967	1	1	1	122.236298168254	1	1
NOTCH3	1	187.337921513783	1356.77735111516	1	1	1	1	1
NOTCH4	649.102390964024	1	1	1	1	1	1	1
NOX4	1	121.785229841255	1	1	1	1	1	1
NPDC1	2185.96027028414	138.602836963138	1	1	1	1	440.033799875232	289.927609763588
NPL	1	1	1	1	1	239.937227017166	1	1
NPM3	1	1	1	1	1	1	1	306.947049054788
NQO1	244.044372703	1	1	1	1	1	188.732324842409	860.273804323684
NR1H3	1	1	1	1	1	125.345559731697	1	1
NR2F1	1	407.834353813202	1	1	1	1	1	1
NR2F1.AS1	1	147.847312409982	1	1	1	1	1	1
NR2F2	308.70434960091	311.835177838547	836.821063684413	1	1	1	1	1
NR2F2.AS1	1	1	191.566449100524	1	1	1	1	1
NR4A2	338.485222643119	332.802608570013	474.727212354179	1186.11989049244	3508.96358793495	2116.87057853479	285.24745981843	1
NR4A3	1	1	163.8267623916	1	635.032539766933	838.299629027993	1	1
NREP	208.894339096933	483.406461595577	276.812555660749	1	1	1	1	1
NRIP2	1	1	166.751221204458	1	1	1	1	1
NRN1	587.23751624199	1	1	1	1	1	1	1
NRP2	260.49751671119	1	1	1	1	225.375769808309	1	1
NSMCE4A	168.753514679578	1	146.328572010299	1	1	1	1	1107.32582868963
NSRP1	280.498465628257	228.74333300219	342.791234824345	1	1	1	1	1
NSUN5	1	1	1	1	1	1	1	195.900980808409
NT5DC2	1	1	186.304299833726	1	1	1	1	1
NTN4	1	1	218.431781963666	1	1	1	240.466801444177	1
NTPCR	150.214524657709	1	1	1	1	1	1	242.364970142933
NTRK2	1	1	674.983944367667	1	1	1	372.04835384665	1
NUAK1	326.984206318703	1	1	1	1	1	1	1
NUDT1	1	1	1	1	1	141.807880982896	1	359.311323179837
NUDT16	1	1	1	1	1	157.94233367965	1	1
NUDT16L1	1	1	1	1	1	1	1	247.069965141684
NUDT22	1	1	1	117.909302861596	1	135.263846116535	1	162.653198016551
NUMB	182.094925043275	1	1	1	1	166.627538249898	1	1
NUP214	1	1	1	1	1	183.628266386372	1	1
NUP58	1	1	1	1	237.206763716132	123.717619321003	1	1
NUP62	1	1	1	1	1	128.606190169749	1	1
NUP98	1	1	1	1	222.874899225418	1	125.750347707541	1
NUTM2A.AS1	1	1	1	1	1	1	149.648938569296	1
NUTM2B.AS1	164.538186254715	100.727903192012	1	1	231.250490147468	1	188.076466593438	1
NXF1	1	1	137.230339705977	1	1	116.092054344963	1	1
OAF	1	248.643037447451	1	1	1	1	1	1
OARD1	1	1	1	1	1	1	122.668870075534	161.199091641672
OAS1	1	1	1	150.496465724394	258.271301232702	300.550763994055	1	1
OAS2	1	1	1	1	1	123.098540314422	1	1
OASL	1	1	1	1	507.464288072842	1	1	1
OCIAD2	928.261315506243	1	1	168.148098110507	867.892122455297	1	454.539917431423	505.334219679929
OGFRL1	1	1	1	1	1	191.916088198812	1	1
OGN	1	422.401133285581	1	1	1	1	1	1
OLFM1	225.734672398931	1	1	1	1	1	1	1
OLFM2	1	148.294522854417	1	1	1	1	1	1
OLFML1	1	174.304868924452	1	1	1	1	1	1
OLFML2A	1	162.555686857992	307.687058776791	1	1	1	1	1
OLFML2B	1	346.138683309152	551.770541888171	1	1	1	1	1
OLFML3	1	929.175899689457	198.674117219852	1	1	1	1	1
OLR1	1	1	1	1	1	553.69336638054	1	1
OMD	1	193.926325897447	1	1	1	1	1	1
OR51E1	1	1	502.96717746481	1	1	1	1	1
ORAI1	136.159104308146	1	1	1	1	1	1	1
ORAI2	1	1	1	229.987163246199	1	1	1	1
OSBPL9	1	144.083244363043	258.293254676625	1	1	1	222.783943885629	1
OSCAR	1	1	1	1	1	104.186615430923	1	1
OSGEP	1	1	1	1	1	99.8333012952892	1	1
OSM	1	1	1	1	1	395.782983307173	1	1
OSMR	1	1	155.746584761208	1	1	1	1	1
OSR1	1	173.508448580568	1	1	1	1	1	1
OSR2	1	136.751441237446	1	1	1	1	1	1
OSTM1	1	1	147.797944738115	1	1	109.94760622752	1	1
OTUD1	1	1	1	1	1	145.365107444404	1	1
OXLD1	1	1	1	1	1	1	1	240.329184255879
OXNAD1	1	1	1	1	629.091908956615	1	1	1
OXSR1	1	1	1	1	1	127.240574469904	1	1
P2RY6	1	1	1	1	1	140.202703000608	1	1
P3H1	1	166.227738202945	1	1	1	1	1	1
P3H4	1	130.382430813057	1	1	1	1	1	1
P4HA2	1	203.481501135714	1	1	1	1	1	1
PACSIN2	1	1	183.991655935161	1	1	1	109.33429224625	1
PACSIN3	1	1	1	1	1	1	1	156.69453293217
PAF1	1	1	1	1	258.461748125377	1	207.867398562682	1
PAFAH1B2	133.435170897531	1	1	1	1	1	1	1
PAFAH1B3	1	1	1	1	1	1	330.978489383741	714.843688390624
PAG1	1	1	1	1	366.071459050943	160.06615489815	1	1
PAICS	1	1	1	1	1	1	180.309496314211	328.124295584425
PAK1	1	1	1	1	1	224.556556033174	1	1
PALLD	1	716.158129238589	521.460837955981	1	1	1	594.212692393074	1
PALMD	899.646709691254	1	1	1	1	1	1	1
PAM	173.379664631073	312.739788790482	147.877072762096	1	1	1	1	1
PAPD4	1	1	1	1	1	110.320657875788	1	1
PAPSS2	1	1	1	1	1	110.237088566316	1	1
PARM1	1	1	318.058320054767	1	1	1	1	1
PARP1	175.49879141436	1	1	297.946804576349	312.667262723118	180.084771829892	169.528694756632	572.345199545224
PARP14	312.303144848114	205.637126784681	180.809434882896	303.092603657158	247.221602719173	324.96417284255	1	1
PARP8	1	1	1	1	530.993167579795	1	1	1
PARP9	178.410031673745	1	1	1	1	149.722801798198	1	1
PARVB	291.252598241834	1	1	1	1	165.963798495408	1	1
PARVG	1	1	1	1	1	186.414390437796	1	1
PASK	1	1	1	1	325.094938419144	1	1	1
PAWR	1	1	195.912569439311	1	1	1	207.828308466566	1
PBRM1	1	1	1	1	1	134.78604387901	1	1
PBX4	1	1	1	1	236.330243968493	1	1	1
PBXIP1	1	1	204.390964912159	1	385.843722031559	1	1	1
PCAT19	405.056372392349	1	1	1	1	1	1	1
PCDH17	359.197272853827	1	1	1	1	1	1	1
PCDH18	1	252.894156307198	1	1	1	1	1	1
PCED1B	1	1	1	1	227.028331118857	1	1	1
PCGF2	212.732297199777	1	1	1	1	1	1	1
PCGF5	1	1	1	1	271.739458096876	145.4360473058	1	1
PCNA	1	1	1	1	1	1	163.489079638677	426.226789117331
PCNXL4	1	1	1	1	1	118.243423174874	1	1
PCOLCE	1	1866.11365722253	1293.37894186182	1	1	1	1	1
PCSK5	186.593925065188	1	1	1	1	1	1	1
PCSK7	1	130.258833183222	326.415836361883	1	351.775165574905	1	214.140765776329	1
PCYOX1	1	132.292377031082	178.074497683244	1	1	1	1	1
PDCD1	1	1	1	1	280.524881184452	1	1	1
PDCL	154.800149040543	1	1	1	1	1	1	1
PDE1A	1	1	313.21548692994	1	1	1	1	1
PDE3A	1	1	147.170695152567	1	1	1	1	1
PDE4B	1	1	1	485.711220717803	1033.58291471696	481.35294455196	193.464952967955	1
PDE4D	1	1	1	1	330.21973145358	1	1	1
PDE4DIP	1	112.387947353453	1	1	1	196.109547842961	1	1
PDE5A	1	1	212.788878994249	1	1	1	1	1
PDE7A	1	1	1	1	244.012042467697	1	1	1
PDGFA	1	1	513.628776604404	1	1	1	146.905116798195	1
PDGFD	1	212.872641412643	1	1	1	1	1	1
PDGFRA	1	436.98854811129	1	1	1	1	1	1
PDGFRB	1	649.551869617263	1160.33188143926	1	1	1	1	1
PDGFRL	1	835.578570397202	1	1	1	1	1	1
PDK1	1	1	1	102.318890791005	1	1	1	1
PDLIM2	172.122569181368	432.107025261407	376.157928868835	1	259.552088424185	1	1	1
PDLIM3	1	196.833098255452	638.501457889685	1	1	1	851.457201782292	1
PDLIM4	1	190.630524012131	1	1	1	1	837.226169133104	1
PDLIM7	253.402964132361	395.791838124745	529.076375397501	1	1	1	257.712688061847	1
PDPN	1	244.559594093981	1	1	1	1	1	1
PDS5B	1	167.216759628481	1	1	1	1	1	1
PDXDC1	1	1	1	1	1	1	145.440180014088	181.182021274481
PDXK	1	1	1	1	1	166.395418369759	1	237.651090656003
PDZK1IP1	1	1	1	1	1	1	478.889349658695	326.528619366901
PEAK1	1	1	185.555632382453	1	1	1	1	1
PECAM1	2292.39633309059	1	1	119.753541826805	1	198.392799191866	1	1
PEMT	1	1	1	1	1	1	147.622182830208	1
PER1	1	1	1	1	306.179674206449	198.814448807807	1	1
PER2	1	1	1	1	1	1	117.697206576793	1
PERP	1	239.88722385811	1	1	1	1	2660.15743076072	2156.69087429592
PEX2	1	1	1	1	1	1	155.1233199369	182.960749650074
PFDN6	1	1	1	1	1	1	1	369.313961643592
PFKFB3	1	1	1	1	373.342706492216	319.26063868622	187.080583376332	1
PFN2	1	204.043860404358	167.525749687025	1	1	1	429.420919823384	940.015511830232
PGF	1	164.023230220161	1044.93589571447	1	1	1	1	1
PGM1	1	1	1	1	1	1	188.131216065672	213.345089513144
PGM2L1	145.500512307939	1	1	1	1	1	143.841174712412	1
PGP	1	1	1	1	1	1	1	183.885632002379
PGRMC2	192.767250298789	1	1	1	1	1	1	1
PHACTR1	1	1	1	1	1	682.378927095236	1	1
PHACTR4	148.247712392276	1	1	1	1	1	1	1
PHF1	1	117.820278584315	158.055255641067	137.018189266133	348.911391209378	1	197.438976561297	1
PHF20	1	1	156.376339886657	1	524.845737509088	167.872814785153	193.508140552058	166.818067798509
PHGDH	1	1	1	1	1	1	238.831025148493	339.326877564716
PHLDA2	1	273.265503321512	1555.73378849262	1	1	316.345485346638	1589.22980652641	896.460213684849
PHLDA3	1	155.45474310343	1	1	1	1	1	1
PHLDB1	1	248.925276824167	201.64461261667	1	1	1	1	1
PHLDB2	1	1	216.735068965392	1	1	1	1	1
PHTF2	1	1	1	1	217.965352885994	1	1	1
PHYHD1	1	142.941249546827	1	1	1	1	153.138713629937	1
PHYKPL	1	1	1	1	224.206845792486	124.437752046473	1	1
PICALM	407.214707925364	1	231.739934053156	1	1	214.738643638299	1	1
PIGC	1	158.272886233943	1	1	1	1	1	175.431788093591
PIGF	1	1	1	1	1	1	127.557897684285	176.254723952255
PIGK	1	1	201.325054178628	1	1	1	1	1
PIGX	1	1	1	1	1	1	1	147.46838137766
PIK3AP1	1	1	1	1	1	234.413105776123	1	1
PIK3C2A	285.446188943953	1	1	1	1	1	1	1
PIK3C2B	146.303711714286	1	1	1	1	1	1	1
PIK3IP1	1	1	1	1	624.452349448664	1	1	1
PIK3R1	1	222.824377166062	1	1	988.265867155347	136.428784139539	503.28965339863	1
PIK3R3	517.35795125351	1	1	1	1	1	1	1
PILRA	1	1	1	1	1	368.639623318511	1	1
PIM1	1	176.606427902472	1	1	496.520265146262	1	1	1
PIP	1	1	1	1	1	1	2999.19940174474	1064.05091495782
PITPNC1	146.423523225096	1	1	1	1	1	1	1
PKIB	1	1	1	1	1	134.614557062724	1	232.161232768669
PKIG	406.691057765249	357.638158972385	641.860195057168	1	1	1	117.196695759563	1
PKP3	1	1	1	1	1	1	143.549507454765	177.944925492216
PKP4	298.243935427136	1	1	1	1	1	1	1
PLA2G7	1	1	1	1	1	200.060710593933	1	1
PLAC8	1	1	1	289.136564425191	410.275169921375	601.675987027837	1	1
PLAC9	258.320442350265	726.158866930022	1936.16553158427	1	1	1	1	1
PLAGL1	1	347.060248182311	1	1	1	1	1	1
PLAT	260.302593345867	253.038675354508	1	1	1	1	585.141134949712	1
PLAU	1	352.813732431438	1	1	1	265.837280582901	1	1
PLAUR	1	447.878434720502	1	1	1	2528.86364055717	606.044144746603	1
PLBD1	1	215.330884829438	1	1	1	207.879935793393	1	1
PLCB1	169.321379330737	1	1	1	1	1	1	1
PLCB4	157.665219387717	1	1	1	1	1	1	1
PLCG2	170.731534503138	1	1	117.063091219966	1	1	1	1
PLD4	1	1	1	1	1	318.513585845085	1	1
PLEK	1	1	1	1	1	1061.08772007901	1	1
PLEKHA1	237.518325011408	1	1	1	1	1	1	294.555573389729
PLEKHA2	1	1	1	1	1	113.815090933103	1	1
PLEKHA4	1	138.417759408779	1	1	1	1	1	1
PLEKHA5	1	138.452938348575	1	1	1	1	150.144261563463	1
PLEKHB2	185.230247078615	1	1	1	270.132287587945	318.633467655627	1	1
PLEKHF2	1	1	1	1	1	1	124.157199358137	1
PLEKHG1	177.98192268649	1	1	1	1	1	1	1
PLEKHH2	1	332.45542572922	1	1	1	1	1	1
PLEKHO1	1	1	1	1	1	241.443405029506	1	1
PLEKHO2	1	1	1	1	1	133.272510871262	1	1
PLLP	194.87740658671	1	1	1	1	1	1	1
PLN	1	1	782.605655216697	1	1	1	1	1
PLOD1	132.568419569709	213.380450225837	1	1	1	1	1	1
PLOD2	1	214.207602061269	1	1	1	1	1	1
PLPP1	2239.67492854185	433.890138735795	323.947244362399	1	1	1	324.888179662485	1
PLPP2	1	1	1	1	1	1	588.293140050987	413.616338931912
PLPP3	405.977064365314	740.788613114171	238.043765672131	1	1	1	153.877327197598	1
PLPP4	1	128.641453927161	1	1	1	1	1	1
PLPP5	173.490472645478	182.756798085573	1	336.972265334803	1	1	167.987844026212	266.86743365765
PLRG1	1	1	1	1	1	1	161.943250508352	1
PLSCR4	1	185.942216462863	1	1	1	1	1	1
PLTP	1	812.39581274845	181.726400156219	1	1	1146.34903397881	1	1
PLVAP	4372.22892085184	1	1	1	1	1	1	1
PLXDC1	1	467.813799508021	506.492584350754	1	1	1	1	1
PLXDC2	1	405.229787197899	1	1	1	382.512099295965	160.667752584014	1
PLXNA2	143.779490424437	1	1	1	1	1	1	1
PLXNC1	1	1	1	1	1	101.641363711466	1	1
PLXND1	433.991870134865	1	1	1	1	122.391492939303	1	1
PMAIP1	1	1	1	277.361028531071	698.704948466811	373.746655092129	339.852564696908	240.710611564688
PMEPA1	1	278.885655645439	377.921521429682	1	1	1	1	1
PMF1	1	1	1	1	1	1	1	189.580770609979
PMM1	1	114.038221538582	1	1	1	1	1	1
PNKP	1	1	1	112.520435631228	1	1	1	1
PNMA1	1	1	172.479686617892	1	1	1	1	1
PNO1	1	1	1	1	1	1	136.257458219301	217.588817029286
PNOC	1	1	1	132.550799579231	1	1	1	1
PNP	610.952250119485	1	1	1	382.745598766794	173.128428517319	293.67699117595	1
PODN	1	418.695843626911	1	1	1	1	1	1
PODXL	816.988126386018	1	1	1	1	1	1	1
POLB	1	1	1	1	1	1	147.070931703031	170.563061669277
POLD2	1	1	229.580491784095	1	1	1	222.669418022993	627.601842763932
POLE3	1	1	1	1	1	1	154.983696806085	180.412337834234
POLR1C	1	1	1	1	1	1	170.628665424381	1
POLR2J3	218.630807401047	226.288599341873	222.520893598016	218.407172006704	385.816395468841	1	1	1
POLR3K	1	1	1	1	1	1	1	311.291396652541
POP4	1	1	1	1	1	1	1	174.250367631122
POP5	1	1	1	1	1	1	196.578505062114	169.293626264895
POP7	1	102.96884349743	1	1	1	1	1	404.840102093941
POR	1	126.994805007293	144.332834827742	1	1	1	1	1
POSTN	260.175435376228	5072.11744715886	336.072364534115	1	1	1	1	1
POU2AF1	1	1	1	274.419611429753	1	1	1	1
POU2F2	1	1	1	368.743899025477	1	156.263034143505	1	1
PPARG	164.095700735715	1	1	1	1	1	1	1
PPID	1	1	1	1	1	1	1	165.641369819979
PPIE	1	1	166.252082633059	1	1	1	176.299785291582	214.442680577397
PPIF	1	1	1	1	1	615.281139626976	221.532107284032	376.839826550087
PPIH	1	1	1	1	1	1	155.408585318239	269.580936614248
PPM1D	143.646797046608	1	1	1	1	1	1	1
PPM1F	149.122044105702	1	1	1	1	1	1	1
PPM1K	1	1	1	294.770950804445	391.607612353163	1	1	1
PPM1M	1	1	1	1	1	115.409795376211	1	1
PPP1R12B	1	1	323.68054575869	1	1	1	1	1
PPP1R13L	1	1	1	1	1	1	167.614644986607	1
PPP1R14A	313.069760552924	1	1589.47375725393	1	1	1	338.870565996832	1
PPP1R15B	1	1	1	1	1	164.955975942625	1	1
PPP1R16A	1	1	1	1	1	1	233.828268984633	1
PPP1R18	174.255592524763	116.303523180235	175.120567798561	1	576.680838859659	357.714623942164	1	1
PPP1R1B	1	1	1	1	1	1	377.115021208215	1
PPP1R35	1	1	1	1	1	1	1	158.548224938473
PPP2R3C	165.39642479098	1	1	1	1	131.608679763899	1	1
PPP2R4	1	142.204791288477	154.563800420797	1	1	1	126.230214102407	1
PPP2R5A	165.750273288953	1	1	1	1	1	1	1
PPP2R5C	1	1	1	145.980113424119	1324.62736684794	126.421483140609	1	1
PPP3CA	324.999436517221	121.790522885552	1	1	1	1	1	1
PPP3CC	1	1	1	126.454830367087	362.744445950116	1	1	1
PPP4R3A	1	1	1	1	1	119.227278772231	1	1
PPP4R3B	1	1	1	1	250.569404403314	96.586921923821	165.295034939512	226.972746246197
PRCC	1	1	1	1	1	1	182.122668941262	246.706019050297
PRCP	1448.24494996399	259.275593583485	1	1	1	253.425151320299	125.771085831902	1
PRDM1	1	1	1	201.074630197228	519.93517257673	150.04568949434	1	1
PRDM2	1	111.409508784241	1	214.627175054913	279.37315066047	1	1	1
PREB	1	1	1	112.576433027028	1	1	1	201.246173105957
PRELID3B	1	1	1	1	325.492083107553	117.733522678173	206.111101325903	423.344939245282
PRELP	1	373.870780282839	1	1	1	1	1	1
PREX1	1	1	1	1	1	153.673655646968	1	1
PREX2	296.616824529511	1	1	1	1	1	1	1
PRF1	1	1	1	1	542.47646075431	1	1	1
PRICKLE1	1	125.575636865091	1	1	1	1	1	1
PRKACB	1	1	1	1	293.210114079189	1	1	1
PRKAG1	1	1	1	1	1	1	1	173.7251404851
PRKAR2A	1	1	1	1	1	100.88530024696	1	1
PRKCB	1	1	1	1	1	171.731072491395	1	1
PRKCD	1	1	1	1	1	99.4423378054216	1	1
PRKCDBP	1166.21554983639	624.106485994091	1697.50167326814	1	1	1	1	1
PRKCH	258.067905332532	1	1	1	558.242194173705	1	1	1
PRKCI	1	1	1	1	1	1	120.767203242592	1
PRKD2	182.036655355832	1	1	1	1	1	1	1
PRKD3	152.678602229206	1	1	1	1	1	1	1
PRKG1	1	1	194.481618724723	1	1	1	1	1
PRMT9	1	1	1	1	303.729044346495	247.702637210031	1	1
PROCR	193.019818961168	1	210.146691178318	1	1	1	1	1
PROS1	162.994335887553	170.211654956943	167.024292185001	1	1	1	1	1
PROSC	1	1	1	1	1	109.598836006819	1	1
PRPF19	1	1	1	1	1	1	144.859723999952	246.681747863905
PRPF38A	153.732217151606	1	1	1	240.475995441663	1	173.403504728102	221.208987028082
PRRC2A	143.646569485794	1	1	1	1	1	1	1
PRRX1	1	706.606950317062	607.923227966344	1	1	1	1	1
PRSS22	1	1	1	1	1	1	204.250395031751	1
PRSS8	1	1	1	1	1	1	197.837044207573	203.504051449595
PSEN1	1	1	1	1	1	99.5695773576022	1	1
PSMA3.AS1	183.167356059887	1	1	1	304.568629638409	116.452019596885	1	1
PSMB8.AS1	142.734324208613	1	1	1	282.532311985472	114.652165233539	1	1
PSMD5.AS1	1	1	1	106.578238611771	1	1	1	1
PSME3	1	1	1	1	1	1	1	186.020824272431
PSMG1	1	1	1	1	1	1	1	266.536340533238
PSMG3	1	1	1	1	1	1	1	367.788960837145
PSMG4	163.911912379691	1	1	1	1	1	1	211.30520449876
PSTPIP1	1	1	1	1	414.75732591872	1	1	1
PTAFR	1	1	1	1	1	175.608462861569	1	1
PTBP3	149.125698986478	1	1	1	263.965785011416	177.715057564403	1	1
PTEN	1	150.735175078535	250.091063227968	1	1	139.64197619284	1	1
PTGDS	1	3394.55263720255	1	1	1	1	1	1
PTGER4	1	1	1	1	886.391817349606	244.286355047582	1	1
PTGES	1	187.294948421986	1	1	1	1	1	1
PTGES2	1	1	1	1	1	113.639759068778	1	254.412318873464
PTGFRN	1	141.943467132049	1	1	1	1	1	1
PTGIR	1	1	185.949208981892	1	1	1	1	1
PTGS1	1	1	1	1	1	101.620146298105	1	1
PTGS2	1	1	1	1	1	273.48590956817	1	1
PTHLH	1	1	1	1	1	1	352.424012526019	1
PTK2	173.142404995777	1	826.386723958438	1	1	1	1	1
PTK7	1	256.486364327958	1	1	1	1	1	1
PTN	1	481.381943734941	416.528120781738	1	1	1	1480.09269662967	1
PTP4A3	518.619313827432	1	2295.74146043858	1	1	1	1	1
PTPN1	1	1	1	231.488034829111	308.268602327102	256.618218434341	1	166.191080580774
PTPN12	278.127007393291	1	1	1	1	130.747502943639	1	1
PTPN14	176.587886768624	1	1	1	1	1	1	1
PTPN18	1	1	1	1	1	130.445615975035	1	1
PTPN2	1	1	1	140.912649676974	285.393862386181	232.69729290212	159.329341594152	197.845618386946
PTPN22	1	1	1	1	755.28981608131	1	1	1
PTPN6	1	1	1	223.365593242216	254.760085079393	286.301273794355	1	1
PTPN7	1	1	1	130.962551730309	530.394330184948	1	1	1
PTPRA	1	1	193.196033002323	1	1	1	1	1
PTPRB	636.623594523573	1	1	1	1	1	1	1
PTPRC	1	1	1	484.181907236864	3755.95108982404	775.78123179497	1	1
PTPRCAP	1	1	1	1	391.36511139413	1	1	1
PTPRE	254.063735350563	1	1	1	1	472.265841695201	1	1
PTPRF	1	1	1	1	1	1	232.699882178843	169.467607772048
PTPRG	203.73878743087	131.252918797878	1	1	1	1	1	1
PTPRM	330.124467392813	1	1	1	1	1	1	1
PTRF	1431.86111022539	730.722592307481	1339.91664321608	1	1	1	592.184887351008	233.121998014537
PTRH2	1	1	1	1	1	1	128.752506243684	1
PTTG1	1	1	1	1	460.5707168509	1	1	466.844912401601
PUM3	1	1	1	1	1	1	171.72861176289	245.445086329552
PURA	1	136.676303394571	140.006967309576	1	1	1	1	1
PVRL4	1	1	1	1	1	1	1	195.065621085549
PXDN	1	215.418477455574	1	1	1	1	1	1
PXN	244.81960564837	1	1	1	1	1	1	1
PYCR1	1	162.908190773027	1	1	1	1	1	502.847228728707
PYHIN1	1	1	1	1	371.724096682645	1	1	1
PYM1	1	1	1	1	1	1	1	150.214145577989
QDPR	1	1	1	1	1	1	1	181.577553323502
QRSL1	1	1	1	1	1	1	1	180.591291598704
QTRT1	1	132.795561635384	1	1	1	1	260.58254390522	1
R3HCC1	1	109.052796693239	182.140631517496	1	1	1	1	1
R3HDM4	1	1	1	1	251.284692679593	96.8006714155082	133.127367217417	1
RAB11FIP1	1	1	1	1	314.457190218604	225.163107486291	253.010175314244	218.528683834552
RAB20	1	1	1	1	1	302.463487429321	1	1
RAB24	1	1	1	88.0869266658259	1	109.950683506568	255.486800733349	1
RAB25	1	1	1	1	1	1	381.67261688286	741.303719546718
RAB27A	1	1	1	1	386.146176103873	1	1	1
RAB30	1	1	1	164.244870825061	1	1	1	1
RAB31	1	416.373082863972	333.593468468501	1	1	690.245184211649	1	1
RAB32	1	131.539248508671	1	1	1	231.147510016353	1	1
RAB8B	1	1	1	1	304.82532087532	152.068015913845	1	1
RABGAP1	1	1	185.52369101427	1	1	1	1	1
RABGAP1L	1	1	1	1	443.181104939335	159.621528475313	1	1
RABIF	1	1	1	1	1	1	1	167.289226061089
RAC2	1	1	1	718.736063222257	2400.68682088446	359.750462232788	1	1
RAC3	1	1	1	1	1	1	1	241.875521126079
RAE1	1	1	1	1	1	1	1	152.731088770359
RAI14	309.998763659857	175.785895394012	1	1	1	1	1	1
RALB	370.780432249395	128.623382201639	1	1	1	123.369222543898	1	1
RALGAPA1	1	1	1	1	647.685823247971	1	1	1
RALGAPA2	240.314256785435	1	1	1	1	1	1	1
RALGDS	1	1	1	1	1	122.029584575852	1	1
RALGPS2	1	1	1	313.971929713668	1	1	1	1
RAMP1	1	242.772993835461	1	1	1	1	1	1
RAMP2	4431.20650743761	1	1	1	1	1	1	1
RAMP3	1942.34594797759	1	1	1	1	1	1	1
RANBP2	162.331695670731	1	1	1	405.483412683155	307.355035239935	1	1
RAP2B	1	1	1	1	1	257.089207256773	194.220920873707	1
RAPGEF1	1	1	1	1	1	113.978311626704	1	1
RAPGEF3	220.287358883621	1	1	1	1	1	1	1
RAPGEF5	307.191616089976	1	1	1	1	1	1	1
RARA	1	1	1	1	243.431561435495	110.696650879347	188.177142658135	1
RARRES1	1	709.375640618946	1	1	1	1	1055.29150929903	1301.08648013275
RARRES2	1	3056.93708745674	613.127384223627	1	1	1	1	1
RASA2	1	1	1	1	266.074123541321	1	1	1
RASA4	254.644577883068	1	1	1	1	1	1	1
RASAL2	171.041497210338	1	167.186458966592	1	1	1	1	1
RASAL3	1	1	1	1	270.061035421307	1	1	1
RASD1	1	905.253780897195	1405.7649510717	1	1	1	447.040046655694	1
RASGEF1B	1	1	1	1	335.194953337551	348.87873351831	1	1
RASGRP1	1	1	1	1	234.764026837703	1	1	1
RASGRP2	1	1	177.680013893355	1	1	1	1	1
RASGRP3	208.010274828218	1	1	1	1	1	1	1
RASIP1	290.746300591602	1	1	1	1	1	1	1
RASL11A	1	1	436.688429139616	1	1	1	1	1
RASL12	1	1	328.105997397179	1	1	1	1	1
RASSF2	1	1	1	1	1	127.120792399504	1	1
RASSF4	1	1	1	1	1	473.13316867285	1	1
RASSF5	1	1	1	1	373.873271320432	196.359801828735	1	1
RB1	149.183976793647	1	1	1	1	327.209976228942	1	1
RBBP8	1	1	1	1	1	1	177.5226926983	1
RBFOX2	1	190.304600921369	179.409770966697	1	1	1	1	1
RBKS	272.730158425917	1	1	1	1	432.731134013438	1	1
RBL2	1	1	1	1	323.464228442849	1	1	1
RBM22	209.107842061347	1	1	1	235.59418304563	111.805551123072	119.265749177063	1
RBM33	1	1	1	105.050454837319	1	1	1	1
RBM4	1	1	1	1	1	1	153.120087579591	1
RBM47	1	1	1	1	1	242.692234973496	156.258359198644	1
RBM5	178.525340999577	143.969076681574	1	1	1	1	1	1
RBM6	174.517748757325	160.320137838372	1	138.946795485986	1	115.960376656395	1	1
RBM7	1	1	202.034578075921	1	1	1	1	1
RBMS3	1	295.095610749017	200.158345764703	1	1	1	1	1
RBP7	1886.39411346364	1	1	1	1	1	1	1
RBPMS	373.402061006617	210.070460802871	493.836616574232	1	1	1	267.390293679404	1
RBPMS2	1	1	213.183994031904	1	1	1	1	1
RCAN1	693.657888245055	1	1	1	1	1	888.165565246584	1
