GeneSymbol	T_cell	Endothelial_cell	B_cell	Fibroblast	Cancer_cell	Myeloid_cell	Mast_cell	pDC
MPEG1	1	1	1	1	1	314.271098390533	1	2050.77049933069
MPP1	1	1	1	1	1	464.413314575192	551.909531293325	1
MPZL2	1	200.759294560579	1	1	104.419199191687	1	1	1
MR1	1	1	1	1	1	64.9142416096041	1	1
MRAS	1	1	1	71.8590511287379	3579.02603728981	99.340438877863	1	1
MRC1	1	1	1	1	1	320.914799707354	1	1
MRC2	1	1	1	383.831640303585	1	1	1	1
MRGPRF	1	1	1	157.755542196718	1	1	1	1
MRNIP	1	1	1	1	1	1	1	96.043208332835
MRPL49	1	1	1	1	109.065945259324	1	1	1
MRPS31	149.558308316184	1	120.120906878011	64.2646714290337	56.2263546534877	1	1	1
MRS2	1	1	1	1	95.2626506175733	1	1	1
MRVI1	1	1	1	121.928547158246	1	1	1	1
MS4A1	1	1	4094.17085478218	1	1	1	1	1
MS4A2	1	1	1	1	1	1	9366.3258635976	1
MS4A4A	1	1	1	1	1	449.929122983501	1	1
MS4A6A	1	1	1	1	1	1692.47776549419	1	1453.90632930722
MS4A7	1	1	1	1	1	1161.69294308701	1	1
MSH6	1	1	1	1	106.426538806209	1	1	1
MSI2	180.970154273629	1	1	1	193.395499376134	1	1	1
MSL2	1	1	1	1	1	1	1	81.0503083309963
MSLN	1	1	1	1	246.130599017688	1	1	1
MSR1	1	1	1	1	1	390.956584968215	1	1
MSRA	1	103.751304512757	1	84.2954231195493	1	96.4229882216088	799.135526581169	1
MT1F	270.311434784166	1	1	1	289.982143572064	203.356445371552	200.992883636506	1
MT1G	1	1	1	1	418.421380144381	475.340597460332	1	1
MT1M	1	467.709106553296	1	537.952626922741	1	1	1	1
MTF1	1	1	1	1	1	58.8935877157488	1	1
MTFR1	1	1	1	1	97.8626921833208	1	1	1
MTHFD1	1	1	1	1	65.7612263398849	1	185.831988527692	1
MTHFD2L	1	1	1	1	170.525992430073	1	1	1
MTHFR	1	1	1	1	1	56.3446707758375	1	1
MTMR1	1	1	1	1	1	1	1	167.018723986022
MTMR12	1	1	1	1	113.836849445541	1	1	1
MTMR6	1	1	1	1	1	75.9588754042344	1	1
MTRNR2L1	1	141.060205486795	1	1	1	106.837103175717	1	1
MTSS1	1	90.0321083933626	246.146138209824	1	155.376362633908	150.84636021242	1	1
MTUS1	1	482.455030375458	1	213.913506176681	148.487909930392	1	1	1
MUC1	1	1	1	1	210.366106569789	1	1	1
MVD	1	1	1	1	93.5998811413825	1	1	1
MXD1	1	1	1	1	1	170.409649169872	1	1
MXRA5	1	1	1	786.333946275839	1	1	1	1
MXRA8	1	1	1	851.140894046183	1	1	1	1
MYBL2	1	1	1	1	1	1	1	741.049325542298
MYC	1	318.080929731577	235.475489688128	244.506939699773	400.564733340018	1	1	1
MYCL	1	1	1	1	1	1	1	331.809203378894
MYCT1	1	315.509863565548	1	1	1	1	1	1
MYH10	1	142.701035410889	1	169.314565817319	1	1	1	1
MYH11	1	1	1	1	355.526855508991	1	1	1
MYH14	1	1	1	1	86.7003582779841	1	1	1
MYL9	1	595.73878259135	1	2690.06454938031	1792.33718783681	1	1	1
MYLK	1	143.662494113374	1	366.73913874854	1367.77404279847	1	1	1
MYMX	1	1	1	1	1	1	1	118.570549127745
MYO10	1	173.14862232575	1	1	78.3252325769208	1	156.819466743274	1
MYO18A	1	1	1	1	1	1	1	78.5811921901311
MYO1F	343.626459580324	1	1	1	1	241.163002921652	190.995735314863	1
MYO1G	319.742995931401	1	209.726612957995	1	1	162.273091733611	1	1
MYO5C	1	129.333004141239	1	1	1	1	1	1
MYO6	1	185.568638797442	1	64.5143191194601	373.321439680554	1	1	1
MZB1	1	1	1273.87947836481	1	1	1	1	1691.56488560147
N4BP2	1	1	1	1	1	1	1	192.809784595765
N4BP2L1	146.913531173004	1	146.601672186365	1	1	68.3729315683706	1	334.518811381247
NAGA	1	1	1	1	1	178.513106239666	1	143.726730205773
NAGPA	1	1	1	1	1	61.4483410237248	1	1
NAIP	1	1	1	1	1	272.240703194188	1	1
NAPSA	1	1	1	1	1	1	1	445.469745179273
NAV2	1	1	1	1	93.692379382366	1	1	1
NBAS	1	1	1	63.2555112881752	55.0925956719943	1	183.652828834492	71.0458803406434
NBL1	1	74.8432811001836	1	324.784722678102	68.1177331330441	1	1	1
NBPF10	1	1	1	1	1	1	1	200.370041502145
NBPF15	1	1	149.926468625522	83.9738364899388	1	1	1	1
NCAPD2	1	1	1	1	1	1	1	100.521722461614
NCEH1	1	1	1	1	1	134.523898072123	1	1
NCF1	440.909175586573	1	1838.32808789426	1	1	533.298799627124	368.608344065125	1037.47637372089
NCF2	1	1	1	1	1	415.601712987987	1	1
NCF4	191.97301970113	1	470.257911764331	1	1	259.231988602302	293.176168299692	251.188288622242
NCOA2	1	1	1	1	101.796476095737	1	1	1
NCR3	1	1	276.162779378386	1	1	1	1	1
NDE1	184.029222441073	1	234.053067875884	1	94.2148348689223	70.7375770175943	1	97.3154540861629
NDEL1	1	94.2267124329979	1	61.2169414076558	1	1	225.887093875358	85.1302296487798
NDFIP2	158.676742821423	72.53419364043	1	58.6463516014818	75.3636833931252	1	538.035063497914	1
NDN	1	1	1	252.523912151348	1	1	1	1
NDRG2	1	119.737985389185	1	161.03434024993	389.812880989561	1	1	1
NDST1	1	299.353581258791	1	66.2569097016365	52.4450009642696	1	1	1
NDST2	1	1	1	1	1	1	524.940862016004	1
NDUFA4L2	1	1	1	768.514721775525	280.790148096538	1	1	1
NDUFAF6	1	1	1	1	170.66393999793	1	1	1
NEBL	1	1	1	1	100.957195793479	1	1	1
NECAB3	1	1	1	1	109.686488725466	1	1	1
NECTIN1	1	1	1	1	1	1	1	175.307930321179
NEDD4	1	101.091488610691	1	1	1	1	1	1
NEDD4L	1	1	1	1	92.8901252036159	1	1	1
NEGR1	1	1	1	105.176132484413	1	1	1	1
NEK1	1	1	1	72.0279708459822	58.4513057782121	1	408.328244683785	1
NEK6	1	1	198.513384966992	65.739298794853	59.3720046941834	169.977142290655	1	67.2298066400244
NEK8	1	1	1	1	1	1	1	358.354421244248
NELL2	240.914018408357	1	1	1	1	1	1	1
NES	1	378.536828877698	1	93.3918527570665	1	1	1	1
NEURL1B	1	193.936629475104	1	1	1	1	1	1
NEXN	1	1	1	189.263980484725	77.124517768654	1	1	1
NFAM1	1	1	1	1	1	64.6720710419772	1	1
NFATC2	599.450812357991	1	232.086773186443	1	1	64.4967742131374	1	1
NFATC4	1	1	1	169.650994890955	1	1	1	1
NFE2L3	1	1	1	1	1	1	278.287345902892	1
NFIA	1	309.96270843403	1	431.171694011754	171.377260963471	1	250.832220494668	1
NFIB	1	647.901628651511	1	250.460539977246	467.321834313163	1	1	1
NFIX	1	1	1	277.013134781513	214.902510005345	1	1	1
NFKB2	208.58792486031	77.1478777228733	288.193765757392	1	1	108.174939886524	1	165.488942810639
NFKBIB	143.051713544126	1	1	1	58.9258410284645	68.2379283927285	1	82.2626949295347
NFKBID	1	1	1	1	1	101.2757852163	1	185.982514160357
NFKBIE	1	1	150.413649962442	1	1	99.6416235926709	1	118.789352674923
NGLY1	154.99117373244	1	246.379334835351	1	55.6550230848685	67.3777877937098	1	380.073075552108
NHSL2	1	133.800556827477	1	1	1	1	1	1
NID1	1	474.717971254943	1	935.384241918242	1	1	1	1
NID2	1	142.938836030152	1	199.638496939534	1	1	1	1
NIPA1	1	1	1	1	1	1	1	111.525058321345
NIPSNAP1	1	1	1	1	124.562763677091	1	1	1
NIT2	1	1	1	105.002605550811	144.406783856898	77.7833329582413	203.369871140389	1
NKG7	5873.62850043526	1	1	1	1	152.350345240348	241.31070852942	306.753297049146
NLGN2	1	1	1	80.0454830265863	1	1	1	1
NLRC3	232.723316274472	1	1	1	1	1	1	1
NLRC5	320.364863850023	129.956611529861	195.000543257407	1	62.5886064946557	1	1	1
NLRP1	204.378243325641	114.967864360008	1	1	1	1	1	1
NLRP3	1	1	1	1	1	311.211248182287	1	1
NLRP7	1	1	1	1	1	1	1	138.387295815449
NMB	1	1	1	1	87.6736739745665	1	1	1
NME1	1	1	1	1	89.9660440268957	1	1	1
NMRK1	245.840081921129	96.9959667591906	1	1	72.7008942548143	1	1	70.3981694944384
NMT2	1	1	1	1	1	1	285.916416617124	1
NNMT	1	855.776870620229	1	1806.9873932057	235.846294676332	1	1	1
NOD1	1	102.307862561606	1	1	1	1	1	1
NOL3	1	1	1	1	160.621827673049	1	1	1
NOS3	1	239.460133321696	1	1	1	1	1	1
NOSTRIN	1	342.881081820311	1	1	1	1	1	1
NOTCH1	1	307.61097394656	1	1	1	1	1	1
NOTCH3	1	1	1	509.164341696568	1	1	1	1
NOTCH4	1	663.425513638017	1	1	1	1	1	174.770487422865
NOV	1	149.890105983356	1	1	1	1	1	1
NOVA1	1	1	1	103.072647042536	1	1	1	1
NOVA2	1	111.728497257058	1	1	1	1	1	1
NPC1	1	71.7094749641694	1	1	1	73.8132279347548	1	517.833360431341
NPDC1	1	1752.90424615101	1	165.936546868828	265.668186731361	1	1	1
NPL	1	1	1	1	1	309.225966665635	1	1
NPM3	1	1	1	1	92.4092586594877	1	1	1
NPNT	1	1	1	1	112.968145402895	1	1	1
NPPC	1	1	1	827.693285235259	1	1	1	1
NPR1	1	226.221763830511	1	1	1	1	1	1
NQO1	1	201.884642876403	1	1	345.174337088717	1	1	1
NR1H3	1	82.4145550584185	1	79.4026433476449	1	242.126908843703	1	1
NR2C2AP	1	1	1	1	90.9267882450272	1	1	1
NR2F1	1	1	1	316.000394469825	1	1	1	1
NR2F1.AS1	1	1	1	78.7142437090528	1	1	1	1
NR4A3	1	1	1	1	1	194.225277634032	337.030222571741	659.615215614341
NR5A2	1	128.652037657206	1	1	1	1	1	1
NRN1	1	403.36982308009	1	67.6831991776367	1	1	1	1
NSMAF	1	1	1	1	1	90.5184815286584	157.125421750975	97.1279068449065
NSMCE2	1	1	1	1	90.4351605408828	1	1	1
NSMCE3	1	1	1	1	1	1	1	153.41224898421
NSUN5	1	1	163.068577621124	1	90.1193225521199	1	1	103.564142136575
NSUN6	1	1	1	1	66.6911694796094	1	299.278851935049	1
NTM	1	1	1	69.0532614158993	1	1	379.351812379073	1
NTN4	1	1	1	1	108.249915491444	1	1	1
NTRK1	1	1	1	1	1	1	737.957519996637	1
NTRK2	1	1	1	143.168309599542	199.510253102588	1	1	1
NUAK1	1	230.404928257992	1	71.3795406574879	1	1	1	1
NUDT14	1	271.562918606736	1	1	121.451309892658	116.307567187312	532.429013189744	1
NUDT15	1	1	1	1	96.6735338355165	1	1	1
NUDT16L1	186.342475031168	1	1	57.656899521666	99.5144636086755	1	1	91.9720068176164
NUP160	1	1	1	1	54.6118616971342	1	1	129.980061468972
NUP210	210.040037679622	1	194.687885023134	1	1	1	1	180.804147667092
NUPL2	1	1	136.870394796166	1	51.8130006832435	1	1	137.816631539188
NUPR1	1	253.612671557831	1	773.513575335838	1242.21856303965	588.555202716901	1	1
NUPR2	1	1	1	1	111.542050212643	1	1	1
NXN	1	85.6555630703193	1	1	1	1	1	1
OAF	1	151.447542506171	1	208.389918792918	1	1	1	1
OASL	385.319601677751	1	1	1	1	1	1	1
ODC1	239.621097207177	86.6810880685368	611.993205975229	1	138.533132101889	97.827418519064	1	422.455878945866
OGFRL1	1	1	1	1	139.282593287108	167.037353172006	1	1
OGN	1	1	1	456.853227100649	1	1	1	1
OLFM1	1	192.769959232434	1	192.763021250054	1	1	1	1
OLFM2	1	1	1	86.0761485758464	1	1	1	1
OLFML1	1	1	1	153.87821812896	1	1	1	1
OLFML2A	1	196.63421999049	1	222.461460341379	1	1	1	1
OLFML2B	1	1	1	274.168242913814	1	144.11290385461	1	1
OLFML3	1	1	1	770.315985317126	1	86.9384481657451	1	1
OLR1	1	1	1	1	1	274.069669091329	1	1
OMD	1	1	1	84.6712028287684	1	1	1	1
OPN3	1	1	1	1	71.3634441424475	73.4345649892931	1	481.379420951797
ORAI2	1	119.047806698182	429.380660540578	1	61.1535351060814	82.7870816082948	1	200.837732152228
OSBPL2	1	1	1	1	86.3777741098115	1	1	1
OSCAR	1	1	1	1	1	95.1720887530477	1	1
OSER1	1	1	170.621957976281	1	148.678078909495	80.2120708469667	1	104.227542550441
OSM	1	1	1	1	1	103.505828965151	1	1
OSMR	1	101.593907798528	1	169.917890924601	1	1	1	1
OSR1	1	1	1	193.611307251996	1	1	1	1
OTUD4	1	1	1	1	1	1	1	98.5723817870919
OTULINL	1	1	1	1	1	147.174100752707	214.404469049059	243.773624177332
OXCT1	1	1	1	1	102.123734712953	1	1	1
OXNAD1	452.364968104071	1	1	1	1	1	1	1
OXSR1	1	1	1	1	1	100.660633211626	1	115.100780166664
P2RX1	1	1	1	1	1	1	371.10363264531	150.097187622403
P2RX4	1	1	1	1	62.7525538573311	188.254942174187	1	1
P2RX7	1	1	1	1	1	76.145548460699	1	1
P2RY10	193.746933568899	1	184.036381311705	1	1	1	1	1
P2RY13	1	1	1	1	1	69.3313090835933	1	1
P2RY14	1	1	1	1	1	1	191.865132347205	442.759639180555
P2RY6	1	1	1	1	1	96.5372128735512	1	528.655441277055
P2RY8	236.818256425572	1	199.542819681735	1	1	1	1	1
P3H1	1	100.465726435471	1	164.544013603824	1	1	1	1
P3H2	1	1	1	1	1	1	1	99.4127814116674
P3H3	1	1	1	98.7836283012346	1	1	1	1
P4HA1	1	1	1	145.092199183794	133.6327374657	165.901489719183	324.315083335388	51.7277196765047
P4HA2	1	1	1	159.931946219533	1	1	1	1
PACSIN1	1	1	1	1	1	1	1	639.159391232913
PACSIN3	1	1	1	1	120.779822129935	1	1	1
PAFAH2	1	1	1	1	1	1	1	99.7630183806865
PAK1	1	1	1	1	125.860504071025	278.782705875137	661.759727946472	83.646687348756
PAK4	1	1	1	1	99.1569840516806	1	1	1
PALD1	1	101.570782540571	1	1	1	1	1	341.120905233068
PALLD	1	100.68302441805	1	557.701711831029	256.114731021432	1	210.764163281372	1
PALMD	1	884.154014815979	1	1	1	1	1	1
PAM16	1	1	1	1	104.075750282999	1	1	1
PAN3	1	1	1	1	1	1	1	101.507150282235
PAQR5	1	1	1	1	1	1	283.407765342653	1
PARD6B	1	1	1	1	186.646646219197	1	1	1
PARP11	1	1	1	1	1	1	1	78.0107909541114
PARP15	186.838707382218	1	457.988129557156	1	1	1	1	93.6297494691904
PARP8	628.848869586943	1	219.125343307539	1	1	1	1	1
PARVG	238.162295399192	1	282.319327837473	1	1	231.341228730719	1	233.168333665121
PASK	242.648614699387	1	1	1	1	1	1	1
PATJ	1	1	1	1	111.504540877127	1	1	1
PATL1	1	1	1	1	71.337910463893	94.8891561209347	1	1
PAX5	1	1	322.50461205487	1	1	1	1	1
PBX1	1	81.0562455768271	1	264.878366355256	222.289269836308	1	339.783770897729	1
PBX3	1	1	1	1	1	1	1	92.6527128254785
PBX4	218.386115418838	1	1	1	1	1	1	1
PCAT19	1	220.886927526061	1	1	1	1	1	1
PCAT6	1	1	1	1	145.25028261404	1	1	1
PCDH1	1	187.356408518174	1	1	1	1	1	1
PCDH12	1	219.645632758621	1	1	1	1	1	1
PCDH17	1	350.257986347326	1	1	1	1	1	1
PCDH18	1	1	1	323.984651458747	1	1	1	1
PCDH7	1	1	1	81.1734960951673	1	1	1	1
PCED1A	1	1	1	93.6224866815058	1	1	1	1
PCED1B	349.240665793601	1	196.520734369188	1	1	1	1	95.6456891146922
PCID2	158.026177652084	69.7958221009001	1	67.2779570318524	81.1704247442132	1	1	1
PCNT	1	1	1	1	1	1	1	130.833654353132
PCNX4	1	69.0726775872353	1	89.9849747985282	60.6483544449185	1	417.451369529539	189.115511200099
PCOLCE	1	1	1	1906.78760804043	1	1	1	1
PCSK1N	1	1	1	1	86.9344705542574	1	1	1
PCSK5	1	1	1	80.8661865762093	1	1	1	1
PDCD1LG2	1	1	1	1	1	1	200.685260830539	1
PDCL	1	116.816967710904	1	1	51.4193702863045	1	192.466316558571	1
PDCL3	180.21664686744	70.9530379225436	1	1	135.600935383498	113.752390796084	222.870044713974	1
PDE2A	1	284.676165691419	1	1	1	1	1	1
PDE4A	1	1	1	1	1	64.9678598086003	1	1
PDE4B	456.126709972942	84.7066941019716	676.169230892807	1	105.991528377346	168.157894028016	1	266.041106501829
PDE4D	275.204909404573	101.396644552045	312.174484705091	100.673068272607	83.6246963121843	1	1	1
PDE4DIP	285.83624823713	1	1	156.030401293407	113.456908874853	237.806821138933	1	1
PDE5A	1	1	1	106.994123098755	1	1	1	1
PDE7A	196.092396621184	1	176.019753105112	1	85.6764496960918	1	1	159.637521414628
PDE7B	1	1	1	115.858554812394	1	1	1	1
PDE8A	1	113.469580534759	1	1	1	1	1	1
PDGFA	1	1	1	83.7316230006187	1	1	1	1
PDGFB	1	255.212660402263	1	1	1	1	1	1
PDGFD	1	1	1	257.510060375674	1	1	1	1
PDGFRA	1	1	1	485.088261099647	1	1	1	1
PDGFRB	1	1	1	1001.88273918558	1	1	1	1
PDGFRL	1	1	1	750.512340376095	59.9777675130272	1	1	1
PDK1	1	1	88.7145868657602	1	1	1	1	1
PDK4	1	1340.68111365043	1	380.171795682717	1	768.469503529024	1	1
PDLIM1	1	1215.10806678376	535.359363021972	374.710175321738	357.945095393458	1	1	1
PDLIM3	1	1	1	184.964863795034	488.55541355853	1	1	1
PDPN	1	1	1	209.231924430789	1	1	1	1
PDXK	1	1	1	91.3838646305846	192.117393321347	218.260807190467	1	1
PDZK1IP1	1	1	1	1	345.091199167945	1	1	1
PDZRN3	1	1	1	104.99143210827	1	1	1	1
PECAM1	1	3052.13395698343	96.0570835246612	1	1	245.529113323082	1	384.436743984579
PEG10	1	1	1	1	210.194471277527	1	1	1
PERP	1	1	1	103.930321588385	950.588295913505	1	1	1
PEX13	1	1	1	1	94.6753494106581	1	1	1
PFKFB2	1	1	1	1	1	1	1	348.073015440408
PFKFB3	1	1	1	1	1	235.081236368476	1	127.485303317319
PFN2	1	1	1	151.807518977498	515.807351926132	1	1	1
PGF	1	184.206346589772	1	232.348733191469	1	1	1	1
PGGHG	1	1	1	1	170.952976524824	1	1	1
PGGT1B	1	1	1	1	1	1	1	100.945376446478
PGR	1	1	1	1	116.866234491488	1	1	1
PGS1	1	98.8477159529126	1	1	1	1	1	1
PHACTR1	1	1	253.583443894888	1	1	236.502668554161	1	379.460979764817
PHACTR2	1	333.506991336169	1	208.27881915803	1	117.144415930164	225.25215678044	1
PHEX	1	1	1	1	1	1	1	211.996383014516
PHF23	1	1	1	1	1	1	1	106.497444292797
PHGDH	1	1	1	1	282.933480997532	1	1	1
PHLDA2	1	1	1	199.449913189392	145.881071428882	95.850784552593	451.208529746728	1
PHLDB1	1	161.975721208742	1	238.690283019465	1	1	1	1
PHTF1	1	1	1	1	1	1	1	95.0668308472708
PHTF2	226.249777534316	1	171.881461339008	59.9889289845399	1	1	156.591843047609	1
PHYHD1	1	1	1	97.3800749013049	1	1	1	1
PI16	1	1	1	493.465598091485	1	1	1	1
PI4K2B	1	1	1	1	1	1	1	98.903202109287
PID1	1	1	1	1	1	128.501161236687	1	1
PIK3AP1	1	1	269.713536845163	1	1	222.936354736722	1	377.412519715783
PIK3C2B	1	155.842094408364	1	1	1	1	1	1
PIK3CB	1	1	1	1	355.306016647022	78.3428810478293	1	1
PIK3CD	260.082321126462	1	1	1	1	62.773868154812	1	265.720974057567
PIK3CG	1	1	1	1	1	1	1	151.738551017622
PIK3IP1	642.639552424217	1	258.007030837878	1	1	1	1	1
PIK3R3	1	535.306010864353	1	1	134.780641008975	1	208.734623565586	1
PIK3R5	1	1	1	1	1	120.342461094794	1	169.089633253943
PIK3R6	1	1	1	1	1	1	282.036030849307	1
PIKFYVE	1	73.5978764682391	220.917736144273	1	1	65.6508470385249	1	96.4933251492371
PILRA	1	1	1	1	1	394.485602562931	1	1
PIM1	517.555018924391	1	1	78.6898700041848	1	131.371385500234	1	1
PIM2	601.23486912771	1	656.651542254317	1	1	1	1	240.279588289069
PINK1	1	162.877058181796	1	61.5853084148612	1	1	1	1
PIP4P1	1	69.7368371504929	206.560278138888	1	49.3170889338785	69.6188225226252	1	70.1425148713501
PIP4P2	1	1	1	119.359764376906	1	60.8769529993106	192.429578629859	95.5246115683654
PITPNA	1	66.0548780366035	1	1	1	90.7348509004739	1	1
PITPNA.AS1	1	1	1	1	87.7427085187824	1	1	1
PITPNC1	224.402414459322	171.396652289874	1	1	1	1	1	1
PKIB	1	1	1	1	119.531082847478	105.840201627449	1	1
PKIG	1	252.521389664322	450.749318040908	209.3007515266	92.1871352255281	1	260.756455114014	1
PKN3	1	107.820465447137	1	1	1	1	1	1
PKP1	1	1	1	1	125.445578603841	1	1	1
PKP3	1	1	1	1	126.027480070803	1	1	1
PKP4	1	307.514856487558	1	1	82.9651107344704	1	1	1
PLA2G12A	1	1	1	78.7308432387376	164.709227837214	1	1	1
PLA2G15	1	1	1	1	1	78.5200447746533	1	1
PLA2G2A	1	1	1	900.248136717589	1	1	1	1
PLA2G7	1	1	1	1	1	432.111953990358	1	1
PLAC8	1	1	542.467234054441	1	1	1	1	3574.81285556277
PLAC9	1	124.826169273237	1	1300.22327348788	1	1	1	1
PLAGL1	1	1	1	228.018046586942	1	61.9896049889289	183.120535021835	89.4595000776501
PLAT	1	1	1	121.295823767094	1	1	248.176506692675	1
PLAUR	1	1	1	126.313472460275	69.9720232132992	1159.21673964187	635.423570769841	242.129674367935
PLBD2	1	1	1	100.032051392739	1	123.610792730623	1	1
PLCB1	1	193.193866177678	1	1	1	1	1	1
PLCB2	1	1	1	1	1	90.5069920478787	1	1
PLCB3	1	1	1	1	1	1	1	77.9526579248431
PLCG1	221.419876755903	180.726711699023	1	1	59.0541092691003	1	1	1
PLCG2	1	157.420557353143	554.287747327969	1	124.813877608142	91.7525316763448	208.179524966795	167.942583765219
PLD1	1	1	1	77.7219035643678	1	1	1	1
PLD4	1	1	1	1	1	101.463819026183	1	2830.40762184652
PLEK	197.558549679433	1	311.278687382005	1	1	663.288411058544	262.361318307185	2160.81288916097
PLEKHA2	155.327869794663	1	213.21817184506	1	1	114.054622007441	401.666498812275	166.034286394228
PLEKHA4	1	1	1	90.4975295951758	1	1	1	1
PLEKHB1	1	1	1	1	192.41371678131	1	1	1
PLEKHD1	1	1	1	1	1	1	1	86.3369094966714
PLEKHF1	247.26209539629	1	1	1	1	1	1	1
PLEKHF2	1	1	456.137248751376	1	134.224635805609	66.4418044753743	503.884265204356	80.2366175035517
PLEKHG1	1	211.936933728204	1	109.703318117239	1	1	1	1
PLEKHH2	1	1	1	131.103023762417	1	1	1	1
PLEKHM2	1	1	1	1	1	107.010073781131	1	1
PLEKHO2	1	81.9840125285454	1	1	1	145.722109829391	1	1
PLIN2	200.646109801329	360.568504124379	1	246.074216247972	130.598905037957	2563.0897071944	545.399491421784	1
PLK2	1	352.6961928463	1	1	142.300175643816	1	1	1
PLK3	165.650368044268	1	1	77.7392162043565	1	120.855369451874	284.925852583573	1
PLPP1	1	1488.91987796765	1	303.095986987313	173.458136514562	1	1244.30414967787	140.807935370195
PLPP2	1	1	1	1	370.687261603574	1	1	1
PLPP3	1	512.271866924227	1	987.937910412372	1	1	1	1
PLPP5	1	1	309.199624833441	123.775724885991	227.62911549075	77.8894611513689	261.094138825789	1
PLPPR2	1	1	1	87.9741510894442	1	1	1	1
PLSCR4	1	131.800622819746	1	184.61822970084	1	1	1	1
PLTP	1	1	1	1157.34851054632	161.68035250432	657.761122634328	1	1
PLVAP	1	3798.47026683694	1	1	1	1	1	326.998313620391
PLXDC1	1	1	1	451.25375481504	1	1	1	1
PLXNA2	1	203.280428553779	1	1	1	1	1	1
PLXNA4	1	1	1	100.433506891723	1	1	1	177.987523721807
PLXNC1	1	1	1	1	1	145.877315748177	1	1
PLXND1	1	661.979265446548	1	97.1741111683724	1	186.646431019403	1	1
PMAIP1	227.775127914811	1	182.349220368717	1	1	1	1	458.888281887494
PMP22	1	267.111946202829	1	864.543253768169	146.544301046002	249.784663658009	589.321745681149	1
PNO1	1	1	1	1	92.0046413105512	1	1	1
PNOC	1	1	187.681528491264	1	1	1	1	163.370543135024
PNPLA4	1	1	1	1	109.962046196132	1	1	1
PNPLA6	1	105.852949192487	1	1	1	138.301159556079	1	1
PODN	1	1	1	351.322216246615	1	1	1	1
PODXL	1	1061.50040734204	1	1	1	1	1	1
PODXL2	1	1	1	1	91.1952140658011	1	1	1
POLB	1	1	1	1	130.269113738544	1	1	385.249120272157
POLK	1	98.1941856716473	1	87.8843446737543	1	80.903468488211	353.220497254741	166.665971992082
POLM	1	1	1	1	1	1	1	93.0424704634797
POLR2J3	1	1	1	1	124.480535988091	1	214.824207953366	120.825430650921
POLR3A	1	1	1	1	1	1	1	83.250463349011
POSTN	1	179.613557229561	1	2288.05028807388	1	1	1	1
POU2AF1	1	1	704.437620738316	1	1	1	1	1
POU2F2	165.500209614588	1	1134.78535738883	1	1	136.792591134091	1	229.911921251689
PPARA	1	1	1	1	1	1	1	145.94067591773
PPARD	1	1	1	1	1	64.5236224379827	1	1
PPARG	1	261.446508560397	1	1	1	1	1	1
PPCDC	1	1	1	1	1	1	1	81.2757885765263
PPIC	1	317.844630557745	1	577.890709442478	203.826769263121	1	1	1
PPIF	1	1	1	1	108.28919656496	205.554825380836	1	79.8632883943017
PPIL1	1	1	1	1	112.693217436894	1	1	1
PPM1F	1	209.78372277296	1	1	1	1	1	1
PPM1H	1	1	1	1	1	1	233.272129519721	1
PPM1J	1	1	1	1	1	1	1	148.744984681018
PPM1M	232.409005887468	1	1	1	1	97.3581185216133	1	75.5766215518789
PPP1R13B	1	106.071952230277	1	1	1	1	1	1
PPP1R13L	1	1	1	1	131.590112081395	1	1	1
PPP1R14A	1	219.170998668842	1	333.567691175708	1	1	1	332.800815049938
PPP1R14B	200.982970588015	82.6202877154371	1	1	202.520751540716	87.8413270962197	1	2197.06677664923
PPP1R15B	1	1	1	1	51.7148237789777	119.558953347936	1	1
PPP1R16A	1	1	1	1	190.334490185221	1	1	1
PPP1R16B	232.770207095713	104.325116743563	271.364704121459	1	1	1	1	157.370168675435
PPP1R1B	1	1	1	1	381.80462901508	1	1	1
PPP1R35	1	1	1	1	147.138482580989	1	1	1
PPWD1	158.839455721641	83.1910741237439	138.444724548785	71.1511227694651	1	1	1	1
PQLC2	1	1	1	1	1	1	1	96.1225587226054
PRDM1	694.618321403438	104.455038086128	137.827333163084	1	1	125.065468326736	1	1
PRELID2	1	1	1	1	1	1	187.390989539262	1
PRELP	1	1	1	289.754645912272	1	1	1	1
PREX2	1	348.456358568534	1	1	1	1	1	1
PRF1	907.425243010006	1	1	1	1	1	1	1
PRICKLE1	1	1	1	151.744504990724	59.6475862374274	1	1	1
PRIM2	1	1	1	1	1	1	243.34211383498	1
PRKAR1B	1	94.8123683434635	1	1	1	1	1	1
PRKCB	197.144957413834	1	351.416225306714	1	1	103.141203429838	399.041909332118	558.22967993466
PRKCD	1	1	165.064126995495	1	1	116.421968710866	1	316.757207051928
PRKCH	656.017448904542	200.208585396145	1	1	1	1	1	1
PRKCQ	201.732950136879	1	1	1	1	1	1	1
PRKD2	233.187445116619	177.778768550418	231.981023011214	1	51.9761061595525	1	1	1
PRKD3	1	132.088827545472	212.327264878739	68.287311368708	1	1	355.800662695838	1
PRKG1	1	1	1	119.964127986254	1	1	1	1
PRLR	1	1	1	1	222.679563828905	1	1	1
PRMT7	1	1	1	1	75.2934436659705	1	1	256.002908615172
PRMT9	220.905711756529	1	1	1	1	100.986561653153	261.050251287666	774.749199880304
PROC	1	1	1	1	1	1	1	170.009146624252
PROCR	1	152.13365640375	1	101.02396285339	1	1	280.692437242289	1
PROM1	1	1	1	1	157.846413800451	1	1	1
