"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"AC011603.2",-0.541,0.641,0.244,0.788,-1.232,0.828,-0.955,0.228
"AC011611.3",-0.538,0.173,-0.178,0.839,-0.357,0.32,-0.586,0.326
"AC011611.4",-0.122,0.122,0.03,0.117,-0.155,0.099,-0.155,0.066
"AC011893.1",-0.442,-0.471,-0.467,0.005,-0.5,-0.482,2.107,0.25
"AC011899.2",-0.461,-0.45,-0.528,-0.144,0.312,2.288,-0.535,-0.482
"AC011921.1",0.066,0.416,0.016,0.011,-0.137,-0.219,-0.382,0.228
"AC012236.1",3.245,-0.329,-0.519,-0.478,-0.351,-0.469,-0.564,-0.537
"AC012306.2",-0.447,0.59,0.474,0.477,-0.198,-0.503,-0.519,0.126
"AC012313.1",-0.335,0.465,0.193,0.221,-0.492,0.034,-0.285,0.2
"AC012358.3",-0.11,0.685,0.402,0.747,-0.685,-0.448,-0.737,0.145
"AC012360.3",0.315,0.851,0.465,0.112,-1.592,-0.732,-0.332,0.913
"AC012368.1",2.041,-0.397,-0.143,-0.769,-1.41,1.201,-0.955,0.433
"AC012467.2",-0.438,0.118,0.692,0.399,-0.135,-0.052,-0.364,-0.221
"AC012615.1",-0.651,0.811,0.952,0.263,-1.893,-0.524,-0.503,1.545
"AC012640.2",-0.437,1.6,0.011,-0.042,-0.713,0.103,-0.591,0.069
"AC012645.1",-0.166,1.548,0.175,0.66,-0.802,-0.495,-0.7,-0.219
"AC012645.3",1.153,-0.592,-0.97,-1.277,-1.073,0.268,-0.151,2.641
"AC013264.1",-0.049,-0.318,-0.561,-0.481,-0.598,-0.293,-0.641,2.941
"AC013394.1",-0.613,0.365,0.47,0.232,-0.925,0.333,-0.318,0.455
"AC013400.1",0.01,0.07,-0.077,-0.209,0.05,-0.266,0.088,0.334
"AC013549.2",-0.051,-0.001,0.023,0.227,-0.051,-0.044,-0.051,-0.051
"AC013565.1",-0.186,-0.105,-0.16,1.088,-0.186,-0.107,-0.186,-0.156
"AC015712.1",-0.399,2.342,-0.498,0.914,-0.662,-0.231,-0.957,-0.508
"AC015712.2",-0.401,0.418,0.63,1.195,-0.881,0.364,-0.35,-0.974
"AC015726.1",-0.249,-0.01,0.398,0.066,-0.257,0.383,-0.323,-0.009
"AC015813.1",-0.871,0.949,0.73,0.606,-1.154,0.304,-0.538,-0.025
"AC015912.3",-0.882,0.445,0.893,-0.574,-1.665,2.782,-1.266,0.267
"AC015922.4",-0.531,0.441,0.824,1.204,-0.438,-0.326,-0.627,-0.548
"AC015982.1",-0.009,0.537,0.022,-0.077,-0.934,0.038,-0.724,1.147
"AC016027.1",-0.167,0.758,-0.148,-0.044,-0.361,-0.063,-0.25,0.274
"AC016065.1",0.046,0.794,0.601,1.052,-1.814,-0.188,-1.303,0.811
"AC016205.1",-0.268,1.12,-0.014,-0.045,-0.325,0.01,-0.325,-0.154
"AC016355.1",-0.219,0.527,0.041,0.314,-0.37,-0.236,-0.509,0.451
"AC016394.1",-0.059,0.7,0.324,0.347,-1.077,-0.236,-0.553,0.555
"AC016405.3",-0.007,0.131,-0.322,0.046,-0.117,0.115,0.064,0.091
"AC016588.2",-0.557,0.27,0.935,0.916,-0.751,-0.057,-0.565,-0.191
"AC016590.1",0.117,0.84,0.357,0.179,-0.502,-0.468,-0.802,0.28
"AC016596.1",-0.259,0.365,-0.069,-0.166,0.143,0.151,-0.385,0.219
"AC016727.1",0.02,0.711,0.031,0.554,-0.33,-0.205,-1.34,0.559
"AC016745.2",0.41,1.043,-0.194,-0.354,-0.418,-0.036,-0.367,-0.083
"AC016773.1",0.588,0.242,-0.175,-0.102,-0.797,-0.453,-0.228,0.926
"AC016831.1",0.228,0.13,-0.323,-0.076,-1.613,1.002,-0.12,0.771
"AC016831.5",-0.135,-0.017,0.328,0.272,-1.799,0.657,0.221,0.472
"AC016876.1",-0.652,1.921,0.719,1.92,-1.805,-0.852,-1.364,0.112
"AC016957.2",0.215,-0.087,0.307,-0.276,-0.501,-0.049,-0.501,0.891
"AC017002.1",-0.721,-0.421,1.305,1.546,-0.819,-0.605,-1.262,0.978
"AC017002.3",-0.773,-0.837,0.409,0.347,-0.194,-0.261,-1.074,2.382
"AC017033.1",-0.046,0.003,-0.04,0.31,-0.057,-0.056,-0.057,-0.055
"AC017083.1",-0.197,0.443,0.469,0.138,-0.673,0.141,-0.756,0.434
"AC017083.2",-0.209,0.134,-0.045,0.121,-0.388,0.015,0.032,0.339
"AC018638.7",-0.263,0.282,0.859,0.329,-0.492,-0.128,-0.343,-0.244
"AC018647.1",-0.219,-0.152,-0.096,1.389,-0.237,-0.237,-0.237,-0.211
"AC018647.2",-0.823,1.414,0.685,0.9,-1.117,0.121,-1.142,-0.038
"AC018653.3",-0.513,0.784,0.487,0.755,-0.572,-0.503,-0.572,0.134
"AC018797.2",-0.429,0.376,0.288,1.322,-0.197,-0.134,-1.051,-0.175
"AC018809.2",-0.158,0.218,0.074,0.256,-0.091,-0.098,-0.099,-0.102
"AC018816.1",-0.853,0.995,0.192,0.402,-0.592,-0.413,-0.997,1.266
"AC019131.2",-0.045,0.008,0.067,0.024,-0.06,0.001,0.008,-0.004
"AC019163.1",-0.226,-0.148,0.536,0.032,-0.609,0.033,-0.552,0.935
"AC019171.1",-0.451,0.284,0.661,0.89,-0.436,-0.144,-0.486,-0.317
"AC019205.1",-0.27,0.566,-0.683,1.01,-0.794,-0.462,-0.874,1.506
"AC020558.1",-0.179,0.45,0.035,0.314,-0.304,-0.211,0.029,-0.135
"AC020571.1",-0.757,-0.522,-0.939,-0.242,2.855,-1.032,-1.263,1.9
"AC020656.2",0.063,-0.015,-0.176,-0.156,-0.176,0.103,-0.176,0.534
"AC020659.1",1.277,0.671,-0.793,-0.938,-0.912,-0.768,-1.148,2.611
"AC020765.2",-0.273,0.562,-0.205,-0.131,-0.621,-0.231,0.386,0.513
"AC020910.4",-0.268,0.817,0.553,0.043,-0.526,-0.175,-0.548,0.106
"AC020911.2",0.554,-0.462,0.192,-0.866,0.452,0.603,-1.473,1
"AC020915.1",-0.281,0.283,-0.014,0.242,-0.341,-0.129,-0.246,0.486
"AC020915.3",-0.428,0.621,0.333,0.771,-1.596,0.076,-1.108,1.33
"AC020916.1",-0.52,-0.978,-0.359,-0.677,3.065,0.295,-1.453,0.628
"AC020928.1",-0.24,1.127,0.749,0.511,-1.156,-0.44,-0.971,0.42
"AC020928.2",-0.199,1.048,0.159,0.233,-0.36,-0.374,-0.468,-0.038
"AC020978.5",-0.274,1.633,-0.293,-0.167,-0.22,-0.251,-0.382,-0.047
"AC021028.1",-0.274,0.626,-0.262,-0.146,-0.449,0.183,-0.645,0.967
"AC021054.1",-0.25,0.462,0.174,0.27,-1.026,0.603,-1.028,0.794
"AC021092.1",-0.28,0.494,0.42,0.284,-0.345,-0.278,-0.572,0.276
"AC021097.1",-0.073,0.215,0.232,0.643,-0.417,-0.081,-0.403,-0.116
"AC021188.1",-0.153,-0.407,0.465,-0.477,-0.741,-0.104,-0.857,2.272
"AC021321.1",-0.119,0.281,-0.01,0.255,-0.141,-0.099,-0.141,-0.025
"AC021678.2",1.15,-0.118,-0.176,-0.169,-0.176,-0.163,-0.176,-0.172
"AC021739.2",-0.033,0.076,-0.095,0.205,-0.142,-0.055,-0.095,0.138
"AC021752.1",-0.106,0.238,0.324,0.148,-0.287,-0.103,-0.253,0.04
"AC022034.2",-0.777,2.744,-0.616,1.277,-0.499,-0.711,-0.781,-0.638
"AC022075.1",-0.361,1.197,-0.403,0.306,-0.496,-0.322,-0.443,0.522
"AC022098.1",-0.454,-0.408,0.697,0.245,-0.888,1.078,-0.625,0.355
"AC022182.1",1.74,-0.161,-0.217,-0.554,-0.317,-0.581,-0.231,0.322
"AC022182.2",0.413,-1.129,1.392,-0.99,1.013,-0.139,-1.003,0.442
"AC022211.2",-0.076,0.387,-0.048,0.077,-0.462,-0.065,-0.473,0.661
"AC022364.1",-0.192,0.728,-0.018,0.319,-0.429,-0.472,-0.428,0.491
"AC022509.1",-0.335,1.153,-0.22,0.348,-0.357,-0.032,-0.357,-0.202
"AC022509.2",-0.021,0.313,-0.073,0.126,-0.107,-0.056,-0.107,-0.075
"AC022509.3",0.263,0.382,-0.436,0.805,-0.445,0.278,-0.445,-0.402
"AC022613.1",-0.237,0.505,-0.077,0.494,-0.243,-0.103,-0.208,-0.13
"AC022613.2",-0.11,0.068,0.338,0.102,-0.11,-0.072,-0.11,-0.107
"AC022706.1",-0.478,-1.021,1.916,-0.137,-1.028,-0.262,-1.7,2.71
"AC022762.2",-0.108,0.17,0.221,0.018,-0.098,-0.024,-0.12,-0.058
"AC022784.3",-0.036,0.616,0.384,-0.233,-0.083,-0.166,-0.164,-0.318
"AC022916.1",-0.5,0.577,0.21,-0.133,-0.799,-0.606,-1.06,2.312
"AC023043.1",-0.906,2.306,-0.269,1.518,-0.731,-0.252,-1.012,-0.655
"AC023157.3",0.3,1.082,0.041,0.153,-1.472,0.887,-1.681,0.69
"AC023355.1",-0.038,-0.096,0.036,0.453,-0.108,-0.158,-0.201,0.112
"AC023509.2",-0.281,0.867,0.047,0.196,-0.421,-0.201,-0.33,0.123
"AC023509.3",-0.357,-0.016,1.208,0.753,-0.856,0.061,-0.584,-0.209
"AC023590.1",0.23,-0.493,-0.657,-0.67,-0.595,0.019,2.794,-0.629
"AC023632.2",-0.144,0.779,0.175,0.277,-0.401,-0.454,-0.602,0.369
"AC023908.3",-0.068,0.024,0.224,0.041,0.606,-0.456,-0.572,0.202
"AC024060.1",-0.133,0.185,0.37,0.35,-0.394,-0.083,-0.224,-0.07
"AC024257.3",-0.086,0.01,-0.216,-0.202,-0.071,0.437,-0.263,0.391
"AC024337.2",-0.124,-0.007,0.049,0.576,-0.124,-0.124,-0.124,-0.124
"AC024575.1",0.196,0.569,0.054,-0.193,-0.526,0.05,-0.496,0.346
"AC024592.3",-0.177,0.512,0.019,0.539,-0.588,0.07,-0.628,0.253
"AC024909.2",-0.054,-0.269,0.588,-0.215,0.053,0.479,-0.706,0.124
"AC025031.4",0.004,0.085,-0.016,0.012,-0.04,-0.051,0.056,-0.048
"AC025154.2",-0.153,1.032,-0.156,-0.128,-0.171,-0.11,-0.171,-0.143
"AC025159.1",-0.094,0.35,0.704,0.884,-1.959,-0.058,-0.797,0.97
"AC025164.1",2.535,-0.838,-0.746,-1.099,-2.303,1.694,-1.825,2.583
"AC025171.2",-0.264,-0.091,0.787,0.189,-0.209,-0.053,-1.404,1.046
"AC025171.3",-0.002,-1.049,0.373,-0.619,0.088,0.025,-0.25,1.432
"AC025181.2",-0.267,0.606,0.708,0.524,-0.866,-0.253,-0.462,0.009
"AC025283.2",-0.295,0.639,0.597,0.291,-0.532,-0.277,-0.491,0.068
"AC025423.4",-0.069,0.096,0.197,0.289,-0.577,0.441,-0.493,0.116
"AC025580.2",-0.467,1.505,-0.393,-0.388,-0.516,1.196,-0.516,-0.421
"AC025682.1",-0.317,0.343,0.451,0.046,-0.764,0.225,-0.517,0.532
"AC025809.1",-0.075,-0.071,-0.06,0.489,-0.075,-0.057,-0.075,-0.075
"AC026191.1",0.057,0.778,-0.214,0.065,-0.338,-0.167,-0.216,0.034
"AC026202.2",1.73,-0.02,0.056,0.224,-0.509,-0.112,-0.521,-0.849
"AC026304.1",-0.237,0.923,0.187,0.222,-0.54,0.034,-0.647,0.058
"AC026401.3",-0.139,0.053,0.178,0.184,-0.529,0.715,-0.449,-0.013
"AC026471.1",-0.554,1.034,0.397,0.345,-0.614,-0.154,-1.064,0.609
"AC026471.2",0.071,0.485,-0.266,0.176,-0.444,-0.217,-0.244,0.439
"AC026471.3",-0.049,0.26,-0.033,-0.098,-0.152,-0.066,-0.172,0.309
"AC026691.1",-0.223,0.457,0.238,0.279,-0.39,0.055,-0.273,-0.144
"AC026801.2",-0.09,1.541,-0.332,0.122,-0.134,-0.545,-0.567,0.006
"AC026979.2",-0.259,0.317,0.141,-0.238,-1.267,-0.081,-1.312,2.701
"AC027020.2",0.009,0.359,0.042,0.038,-0.558,0.004,-0.419,0.526
"AC027031.2",-0.776,0.308,0.346,1.207,0.29,-0.614,0.05,-0.811
"AC027097.1",0.891,-0.366,0.029,-0.368,-1.785,0.271,0.688,0.642
"AC027097.2",0.049,-0.198,-0.101,-0.086,-0.419,0.283,0.447,0.025
"AC027117.2",-0.384,1.479,-0.292,1.06,-0.581,-0.258,-0.581,-0.445
"AC027237.3",-0.395,1.284,-0.341,0.877,-0.274,-0.364,-0.409,-0.379
"AC027288.3",-0.391,-0.223,-0.29,2.083,-0.136,-0.339,-0.393,-0.31
"AC027290.1",-0.006,0.223,0.343,-0.12,-0.257,-0.006,-0.464,0.288
"AC027307.2",-0.415,0.349,0.327,0.532,-0.708,0.235,-0.252,-0.068
"AC027307.3",-0.142,0.059,0.056,0.093,-0.16,0.097,-0.141,0.138
"AC027644.3",-0.143,1.03,-0.001,0.418,-1.458,0.32,-0.731,0.566
"AC027682.1",-0.08,0.246,-0.019,-0.046,-0.167,-0.16,-0.114,0.34
"AC027682.2",-0.317,-0.177,0.74,0.194,-0.531,0.074,0.308,-0.292
"AC027682.3",-0.183,-0.36,0.656,0.181,-0.403,0.182,0.3,-0.372
"AC027682.4",0.429,0.049,0.151,-0.113,-0.299,-0.317,-0.325,0.426
"AC027682.6",-0.427,0.693,0.34,0.91,-0.624,-0.15,-0.467,-0.276
"AC027702.1",0.231,0.336,-0.137,-0.002,-0.275,0.016,-0.322,0.153
"AC034102.6",0.034,-0.002,0.095,-0.002,-0.187,-0.137,-0.253,0.453
"AC034206.1",-0.12,0.187,-0.124,0.567,-0.132,-0.13,-0.132,-0.115
"AC034231.1",-0.337,0.647,0.402,0.354,-0.294,-0.179,-0.502,-0.092
"AC034236.2",-0.375,0.365,-0.129,0.584,-1.322,-0.086,0.643,0.32
"AC036176.1",0.123,0.708,-0.02,0.747,-0.673,-0.263,-0.815,0.193
"AC037198.2",-0.312,0.637,-0.019,0.614,-0.265,-0.046,-0.308,-0.301
"AC037459.2",-0.257,0.344,-0.217,0.232,-0.333,0.543,-0.214,-0.097
"AC037459.3",-0.355,0.105,0.699,0.177,-0.493,-0.185,-0.258,0.311
"AC040162.1",-0.245,0.322,0.066,0.242,-0.652,0.353,-0.423,0.337
"AC040162.3",-0.085,0.164,0.378,0.046,-0.404,-0.01,-0.184,0.095
"AC040169.1",-0.087,1.573,0.796,0.46,-1.196,0.116,-1.363,-0.298
"AC040970.1",0.014,0.445,-0.457,-0.173,-0.669,1.49,-0.769,0.119
"AC044839.1",-0.191,0.006,0.177,0.581,-0.353,-0.19,-0.255,0.227
"AC044849.1",0.582,0.027,-0.349,-0.319,-0.685,-0.187,-0.726,1.658
"AC046143.1",-0.508,-0.112,1.062,0.918,-0.094,-0.266,-0.515,-0.486
"AC048341.1",-0.751,0.132,1.218,1.472,-1.268,0.16,-0.551,-0.413
"AC048341.2",-0.307,-0.117,0.6,1.26,-0.933,-0.194,-0.594,0.285
"AC048382.6",-0.307,-0.205,0.554,0.383,-0.169,0.102,-0.379,0.02
"AC051619.5",-0.164,0.299,0.279,0.525,-0.512,-0.274,-0.455,0.303
"AC053527.1",-0.023,0.808,-0.004,0.444,-0.565,-0.327,-0.556,0.223
"AC058791.1",0.194,-0.15,-0.486,-0.273,-0.999,-0.371,0.148,1.937
"AC060766.4",-0.262,-0.157,0.492,0.31,-0.203,0.103,-0.25,-0.033
"AC060780.1",-0.184,0.752,1.247,0.737,-1.438,-0.238,-0.968,0.092
"AC061992.1",-0.03,0.64,0.657,0.484,-0.759,-0.15,-0.48,-0.362
"AC062004.1",-0.314,-0.319,-0.234,1.934,-0.326,-0.189,-0.326,-0.226
"AC062017.1",0.177,1.011,-0.174,0.047,-0.813,0.317,-1.3,0.735
"AC062029.1",0.355,0.537,-0.132,-0.175,-0.281,-0.165,-0.289,0.15
"AC064807.1",0.369,1.349,0.552,0.265,-1.064,-0.358,-1.201,0.087
"AC064836.3",-0.169,0.284,0.295,0.101,-0.211,-0.001,-0.23,-0.07
"AC067750.1",-0.253,0.549,-0.174,0.717,-0.197,-0.196,-0.263,-0.183
"AC067852.2",-0.445,0.85,0.757,0.934,-1.439,0.135,-1.334,0.542
"AC068282.1",-0.137,-0.138,-0.062,0.186,-0.361,0.218,0.431,-0.138
"AC068338.2",0.16,0.825,0.051,0.121,-0.955,0.039,-0.898,0.657
"AC068473.5",-0.524,1.293,0.607,0.72,-1.192,-0.308,-0.282,-0.315
"AC068491.3",-0.388,-0.1,0.832,0.766,-0.367,-0.038,-0.412,-0.292
"AC068790.8",0.062,0.161,0.039,-0.003,-0.112,-0.09,-0.133,0.075
"AC068888.1",-1.25,2.313,1.205,2.253,-1.395,-0.81,-1.572,-0.744
"AC069148.1",-0.278,0.894,-0.222,0.808,-0.248,-0.269,-0.354,-0.33
"AC069185.1",-0.327,0.429,-0.18,-0.158,-0.331,0.199,0.177,0.192
"AC069224.1",-0.268,0.513,0.23,0.414,-0.218,-0.06,-0.536,-0.073
"AC069360.1",-0.525,-0.419,-0.497,0.249,-0.525,0.43,1.807,-0.519
"AC069544.1",-0.284,1.142,0.385,0.698,-0.802,-0.318,-0.878,0.058
"AC072061.1",-0.087,0.384,-0.176,-0.109,-0.331,0.272,-0.117,0.165
"AC073073.2",-0.082,0.06,0.174,0.207,-0.166,-0.038,-0.166,0.01
"AC073195.1",-0.256,1.142,-0.151,0.438,-1.065,0.477,-0.735,0.149
"AC073254.1",-0.163,0.026,0.309,0.085,-0.385,0.102,-0.432,0.458
"AC073332.1",-0.748,0.554,0.241,0.839,-1.305,0.658,-1.784,1.544
"AC073335.2",-0.677,1.235,0.557,0.415,-0.761,0.03,-0.533,-0.266
"AC073349.1",-0.231,0.529,0.484,0.246,-0.302,-0.18,-0.302,-0.242
"AC073352.2",-0.354,-0.326,-0.014,-0.353,-0.425,1.914,-0.216,-0.227
"AC073389.1",-0.105,0.647,0.301,0.151,-0.4,-0.366,-0.627,0.398
"AC073508.3",-0.546,0.801,0.891,0.493,-0.9,-0.04,-0.746,0.046
"AC073575.2",-0.041,0.04,-0.004,0.023,-0.081,0.101,-0.066,0.028
"AC073611.1",-0.477,-0.462,-0.182,1.298,-0.698,1.618,-0.71,-0.388
"AC073834.1",-0.105,0.469,0.043,0.098,-0.164,-0.05,-0.164,-0.128
"AC073896.2",-0.49,0.38,0.468,0.47,-1.155,0.094,-0.94,1.174
"AC074032.1",-0.242,0.213,0.42,0.501,-0.747,-0.509,-0.587,0.95
"AC074044.1",0.366,0.395,-0.107,-0.235,-0.402,-0.323,-0.483,0.789
"AC074117.1",-0.452,1.187,0.362,-0.002,-0.607,-0.058,-0.418,-0.011
"AC074135.1",-0.277,0.801,0.01,0.097,0.079,-0.21,-0.289,-0.213
"AC074327.1",-0.46,-0.432,-0.453,0.593,-0.407,1.732,-0.093,-0.479
"AC078785.1",0.084,-0.06,0.431,0.162,-0.696,-0.224,-0.519,0.823
"AC078795.1",-0.083,0.343,0.302,0.21,-0.308,-0.267,-0.445,0.248
"AC078846.1",-0.817,1.201,0.041,0.321,-1.1,0.382,-0.447,0.419
"AC078883.1",2.404,-0.887,1.248,-0.829,-0.863,-0.005,-1.92,0.852
"AC079209.1",0.192,-0.301,-0.282,-0.234,-0.31,0.924,0.188,-0.177
"AC079298.3",-0.118,-0.102,-0.118,0.724,-0.031,-0.118,-0.118,-0.118
"AC079313.2",-0.165,-0.131,0.477,0.14,-0.177,-0.076,-0.177,0.11
"AC079601.1",-0.07,0.077,0.096,1.038,-0.404,-0.194,-0.18,-0.363
"AC079630.1",0.77,-0.296,-0.44,0.821,-0.848,1.443,-0.754,-0.696
"AC079807.1",0.013,0.254,0.275,0.131,-0.51,-0.054,-0.575,0.467
"AC079834.2",-0.17,0.21,0.37,0.136,-0.174,-0.162,-0.174,-0.034
"AC079848.1",-0.24,0.903,0.01,0.122,-0.226,-0.236,-0.313,-0.02
"AC079922.2",-0.975,0.014,0.313,0.706,-1.396,0.211,-0.501,1.628
"AC080013.1",-0.358,0.532,-0.086,0.477,0.102,0.046,-0.414,-0.3
"AC080013.5",-0.191,0.243,0.132,-0.038,-0.303,0.538,-0.303,-0.077
"AC080038.1",-0.443,0.06,-0.242,1.991,-0.46,-0.064,-0.46,-0.384
"AC083798.2",-0.067,0.811,-0.072,0.4,-1.077,-0.02,-0.899,0.925
"AC083843.3",-0.701,0.901,0.875,0.521,-0.804,-0.08,-0.35,-0.362
"AC083862.2",-0.221,-0.41,1.261,0.246,-0.61,0.449,-0.734,0.018
"AC083880.1",-0.066,0.616,-0.478,-0.15,-0.055,0.045,-0.523,0.61
"AC083949.1",0.953,-0.41,-0.354,-0.302,-0.379,0.302,-0.103,0.292
"AC083964.1",-0.124,-0.059,0.558,0.115,-0.124,-0.119,-0.124,-0.124
"AC083973.1",-0.341,0.271,-0.229,-0.521,-0.26,0.554,0.327,0.199
"AC084018.2",-0.236,-0.019,-0.246,-0.03,-0.28,-0.197,-0.449,1.457
"AC084033.3",-0.808,0.341,0.37,0.389,1.204,-0.738,-0.826,0.068
"AC084036.1",0.149,0.015,0.145,0.153,-0.436,-0.05,0.156,-0.132
"AC084346.2",0.144,0.267,-0.111,-0.1,-0.14,0.083,-0.14,-0.004
"AC084757.3",-0.075,-0.014,0.146,0.226,-0.075,-0.061,-0.075,-0.072
"AC084824.5",0.079,0.224,0.397,-0.179,-0.306,-0.024,-0.252,0.061
"AC087203.3",-0.148,0.171,0.221,0.51,-0.271,-0.18,-0.271,-0.033
"AC087239.1",0.807,0.275,-0.813,-0.465,-0.066,0.937,-1.813,1.138
"AC087289.5",0.028,0.536,0.032,-0.109,-0.271,-0.108,-0.271,0.163
"AC087392.1",-0.342,-0.282,-0.177,2.072,-0.346,-0.259,-0.346,-0.318
"AC087477.2",-0.414,0.155,0.351,1.9,-0.507,-0.507,-0.507,-0.47
"AC087500.1",1.455,0.615,-0.258,0.355,-1.595,0.713,-1.313,0.028
"AC087623.3",1.032,0.213,-0.667,-0.54,-1.081,-0.181,-0.316,1.539
"AC087645.2",0.052,-0.165,0.133,0.063,-0.422,-0.057,0.17,0.225
"AC087741.1",-0.81,1.24,0.671,-0.146,-1.405,1.354,-1.303,0.4
"AC090061.1",0.543,-0.094,-0.38,-0.48,-0.583,-0.098,-0.426,1.518
"AC090114.2",-0.587,1.046,0.766,1.126,-1.045,0.022,-1.293,-0.036
"AC090125.1",-0.059,-0.091,-0.14,0.746,-0.076,-0.136,-0.14,-0.103
"AC090136.3",-0.093,-0.071,-0.02,0.558,-0.093,-0.093,-0.093,-0.093
"AC090152.1",-0.066,-0.479,-0.983,-0.686,1.251,-0.558,-1.622,3.143
"AC090204.1",-0.582,-0.768,-0.186,-0.691,-0.826,2.067,1.409,-0.423
"AC090229.1",-0.034,-0.002,0.023,0.148,-0.079,-0.02,-0.048,0.013
"AC090360.1",-0.081,0.327,-0.02,0.352,-0.142,-0.146,-0.211,-0.08
"AC090409.1",-0.238,-0.099,-0.031,1.273,-0.238,-0.2,-0.238,-0.23
"AC090559.1",-0.373,-0.524,-0.474,-0.485,-0.182,3.097,-0.51,-0.548
"AC090568.2",-0.123,0.031,-0.06,0.643,-0.123,-0.123,-0.123,-0.12
"AC090579.1",-0.045,0.531,-0.111,0.131,-0.247,-0.084,0.124,-0.297
"AC090673.1",-0.395,-0.105,-0.26,2.018,-0.337,-0.136,-0.394,-0.392
"AC090825.1",-0.21,-0.398,0.055,0.419,-0.151,-0.076,-0.117,0.477
"AC090912.1",-0.216,0.737,0.069,-0.055,-0.591,0.026,0.01,0.019
"AC091057.2",-0.059,-0.022,0.389,0.709,-0.704,0.005,-0.863,0.544
"AC091057.3",-0.646,-0.298,0.702,0.839,-0.721,0.76,-0.281,-0.355
"AC091180.2",-0.065,0.163,-0.187,-0.036,-0.092,0.158,-0.16,0.219
"AC091271.1",-0.354,0.513,-0.245,-0.03,0.014,0.806,-0.908,0.204
"AC091564.2",-0.083,-0.064,0.055,0.168,-0.033,-0.107,-0.078,0.142
"AC091729.3",-0.122,1.175,0.342,0.505,-1.15,0.106,-0.938,0.084
"AC091948.1",-0.073,0.479,0.348,0.261,-0.475,-0.097,-0.588,0.145
"AC091965.1",0.046,0.097,-0.139,-0.109,-0.181,0.074,0.011,0.201
"AC091982.3",-0.234,0.582,-0.038,0.745,-0.926,0.277,-0.748,0.342
"AC092040.1",-0.23,0.158,0.256,1.001,-0.31,-0.286,-0.28,-0.309
"AC092111.1",-0.265,0.001,0.567,0.523,-0.265,-0.164,-0.265,-0.131
"AC092112.1",0.262,-0.058,-0.171,-0.065,-0.206,-0.154,-0.206,0.598
"AC092117.1",-0.006,0.41,-0.18,-0.001,-0.233,0.065,-0.19,0.135
"AC092164.1",-0.328,1.319,-0.196,0.418,-0.35,-0.185,-0.437,-0.241
"AC092171.4",-0.438,0.481,0.542,0.822,-0.527,0.296,-0.613,-0.563
"AC092279.1",-0.651,0.929,0.64,0.697,-1.316,-0.078,-0.606,0.386
"AC092295.2",0.217,0.745,-0.085,0.065,-0.518,-0.27,-0.609,0.454
"AC092329.1",0.04,0.468,0.32,-0.044,-0.573,-0.125,-0.468,0.383
"AC092368.3",-0.261,0.103,0.328,0.239,-0.384,0.176,-0.307,0.106
"AC092375.2",-0.074,-0.127,0.267,0.037,-0.173,0.054,-0.105,0.121
"AC092376.2",-0.13,-0.055,-0.018,0.582,-0.075,-0.112,-0.133,-0.058
"AC092384.1",-0.094,-0.41,1.494,0.287,-0.485,-0.098,-0.209,-0.484
"AC092614.1",-0.451,0.058,0.756,1.389,-0.464,-0.385,-0.464,-0.438
"AC092683.1",-0.353,0.935,0.693,0.293,-0.845,-0.221,-0.939,0.438
"AC092747.4",-0.428,0.496,0.713,0.496,-1.042,0.001,-0.537,0.302
"AC092755.2",0.109,0.085,0.37,-0.271,-0.509,0.174,-0.35,0.393
"AC092802.1",-0.202,0.756,0.304,0.874,-0.502,-0.447,-0.502,-0.282
"AC092803.2",-0.916,1.795,0.186,-0.041,-1.15,1.759,-0.932,-0.7
"AC092807.3",-0.429,0.209,-0.154,2.03,-0.3,-0.422,-0.479,-0.455
"AC092835.1",-0.512,0.306,0.882,0.686,-0.508,-0.36,-0.822,0.328
"AC092903.2",-0.181,0.484,0.011,0.602,-0.3,-0.187,-0.3,-0.128
"AC092910.3",-0.129,1.012,0.313,0.04,-0.216,-0.148,-0.773,-0.099
"AC093001.1",-0.316,2.97,-0.32,-0.241,-0.834,-0.27,-0.873,-0.115
"AC093010.2",1.194,-0.507,-0.767,-0.864,-0.231,-0.7,-0.945,2.821
"AC093157.1",0.119,0.696,1.564,0.5,-0.604,-0.767,-1.754,0.245
"AC093227.1",-0.407,0.352,0.556,0.403,-0.729,-0.047,-0.211,0.085
"AC093249.6",-0.133,1.145,0.359,0.499,-1.057,-0.034,-0.881,0.103
"AC093297.2",-0.573,0.927,0.595,0.668,-0.73,-0.268,-0.584,-0.035
"AC093323.1",-0.611,0.852,0.612,0.699,-1.379,-0.282,-0.99,1.099
"AC093462.1",0.256,0.28,0.139,-0.475,-0.112,-0.014,-0.78,0.706
"AC093495.1",-0.056,-0.101,0.136,0.034,-0.423,0.003,-0.065,0.471
"AC093525.6",-0.288,0.235,0.048,0.3,-0.884,0.102,0.853,-0.365
"AC093525.7",-0.317,0.062,-0.056,0.189,-0.443,-0.009,0.662,-0.087
"AC093627.4",-0.63,0.607,-0.443,0.172,-0.466,1.619,-0.655,-0.204
"AC093627.6",-0.248,-0.097,-0.213,1.359,-0.248,-0.078,-0.248,-0.228
"AC093635.1",-0.315,0.22,-0.077,-0.046,-0.153,-0.208,-0.231,0.81
