"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"MYH7B",0.006,0.276,-0.001,0.236,-0.207,-0.035,-0.142,-0.133
"MYLK3",-0.065,0.281,0.004,-0.039,-0.065,0.001,-0.065,-0.053
"MYMX",-0.465,-0.253,0.795,-0.43,-0.5,-0.38,1.723,-0.489
"MYOT",0.034,0.138,-0.09,-0.108,-0.035,-0.015,0.157,-0.081
"NNAT",-0.008,0.138,-0.018,0.026,-0.048,0.005,-0.048,-0.047
"NOXRED1",-0.038,0.094,0.014,0,-0.066,0.006,-0.027,0.016
"NPFFR1",-0.064,-0.011,-0.075,-0.066,-0.075,0.372,-0.034,-0.046
"NPHP3-AS1",-0.025,0.025,0.017,0.04,-0.037,0.016,-0.037,0.001
"NPIPA3",-0.077,0.011,-0.049,0.195,-0.077,-0.021,0.067,-0.048
"NPIPA8",-0.022,-0.009,0.044,0.032,0.027,-0.021,-0.059,0.008
"NPIPB8",0.007,0.022,0.115,0.074,-0.083,-0.058,-0.058,-0.018
"NPPC",-0.252,0.981,0.655,-0.027,-0.376,-0.316,-0.384,-0.28
"NR2E3",-0.057,0.285,-0.026,-0.053,-0.057,-0.019,-0.057,-0.016
"NRG4",0.016,0.097,0.009,0.024,-0.058,-0.018,-0.029,-0.041
"NRN1L",-0.097,0.174,0.043,0.05,-0.097,-0.056,-0.097,0.08
"NRXN1",-0.092,1.023,-0.121,-0.152,-0.211,-0.134,-0.211,-0.103
"NXPH1",-0.05,0.286,-0.05,-0.046,-0.05,0.008,-0.05,-0.048
"P2RX2",-0.123,0.197,-0.113,-0.177,-0.197,-0.164,0.759,-0.183
"PAGE5",-0.093,0.122,-0.111,-0.088,-0.111,-0.085,-0.111,0.477
"PHACTR3",-0.128,0.094,0.417,0.178,-0.139,-0.123,-0.19,-0.109
"PKD1L3",0.019,-0.063,-0.015,-0.062,-0.073,0.222,-0.026,-0.001
"PLA2G1B",0.004,0.168,-0.095,0.141,-0.09,-0.029,-0.109,0.009
"PLA2G2C",-0.101,-0.019,-0.032,-0.089,0.372,-0.026,-0.103,-0.002
"PLSCR2",-0.04,0.622,-0.109,-0.219,-0.255,-0.046,0.009,0.037
"POU5F1B",-0.146,0.223,0.645,-0.132,-0.222,-0.173,-0.222,0.025
"PPM1E",-0.005,0.164,-0.038,0.029,-0.05,-0.009,-0.05,-0.041
"PPP1R14D",-0.015,0.092,-0.015,-0.015,-0.015,-0.011,-0.015,-0.008
"PRAC2",-0.1,0.632,-0.101,-0.069,-0.101,-0.07,-0.101,-0.089
"PRKCZ-AS1",-0.048,0.058,0.02,0.188,-0.089,-0.055,-0.089,0.015
"PROK2",-0.171,-0.159,-0.15,-0.162,-0.171,0.358,-0.102,0.556
"PRR5-ARHGAP8",-0.044,0.151,-0.01,-0.008,-0.046,0.03,-0.046,-0.027
"PRR7-AS1",-0.031,0.249,-0.01,-0.01,-0.063,-0.035,-0.063,-0.037
"PTGDR2",-0.2,-0.261,-0.102,0.276,0.544,0.057,-0.206,-0.109
"PTGES3L",-0.125,0.211,-0.111,-0.038,-0.164,-0.106,0.448,-0.114
"RAG1",-0.119,0.005,0.156,0.056,0.014,-0.053,-0.007,-0.051
"RBM5-AS1",-0.001,-0.042,0.074,0.094,-0.027,-0.018,-0.064,-0.016
"RHBDL3",-0.077,0.18,-0.028,0.197,-0.077,-0.052,-0.077,-0.064
"RHOXF1-AS1",0.24,0.107,-0.104,-0.07,-0.155,0.096,0.004,-0.118
"RIIAD1",-0.131,0.637,-0.095,0.045,-0.131,-0.083,-0.131,-0.111
"RNASE3",-0.052,-0.05,-0.052,-0.05,-0.052,0.261,0.046,-0.05
"RNF157-AS1",-0.031,0.098,-0.03,-0.042,-0.044,-0.013,-0.044,0.106
"RNF183",-0.122,0.775,-0.121,-0.102,-0.08,-0.11,-0.138,-0.102
"ROPN1B",-0.316,2.282,-0.277,-0.328,-0.504,-0.202,-0.458,-0.196
"RPL17-C18orf32",-0.045,0.017,0.058,-0.001,0.046,0.089,-0.099,-0.066
"RRS1-AS1",-0.079,0.258,-0.043,-0.015,-0.018,-0.045,-0.081,0.024
"RXRG",-0.1,-0.016,0.011,0.425,-0.114,-0.096,-0.114,0.004
"SAPCD1",-0.119,0.094,0.012,-0.041,-0.072,-0.014,0.082,0.058
"SCG3",-0.082,0.238,-0.029,-0.013,-0.082,0.132,-0.082,-0.082
"SCN11A",-0.023,-0.216,1.276,-0.239,-0.29,-0.069,-0.165,-0.274
"SERF1A",-0.093,0.049,0.265,0.004,-0.1,-0.085,-0.041,0.001
"SEZ6L",-0.121,0.191,-0.131,0.091,-0.131,0.323,-0.131,-0.092
"SIDT1-AS1",-0.039,0.099,-0.043,-0.043,-0.043,-0.043,-0.043,0.153
"SIGLEC11",-0.156,-0.164,-0.139,-0.172,-0.172,1.139,-0.172,-0.164
"SIGLEC5",0.147,-0.217,-0.217,-0.229,-0.137,0.548,0.349,-0.243
"SLC10A1",0.048,-0.06,-0.038,-0.121,0.031,0.062,-0.101,0.178
"SLC10A5",-0.046,0.123,0.043,0.034,-0.048,-0.02,-0.048,-0.038
"SLC22A1",-0.125,0.138,0.032,0.066,-0.132,0.142,-0.084,-0.036
"SLC22A16",-0.07,0.124,-0.047,0.003,-0.074,0.194,-0.074,-0.057
"SLC25A30-AS1",-0.06,0.084,0.083,0.003,-0.019,-0.028,-0.073,0.01
"SLC26A8",-0.032,0.06,0.013,0.007,-0.034,0.051,-0.034,-0.031
"SLC39A2",-0.103,0.62,-0.125,-0.026,-0.012,-0.119,-0.125,-0.111
"SLC5A10",0.008,0.026,0.027,-0.03,-0.063,0.017,-0.033,0.048
"SLC6A7",-0.068,-0.033,-0.068,0.134,-0.068,0.235,-0.068,-0.066
"SLC8A1-AS1",-0.213,-0.257,-0.144,-0.036,-0.283,0.264,0.692,-0.023
"SLC9C1",-0.083,-0.06,0.825,-0.016,-0.189,-0.136,-0.189,-0.152
"SPART-AS1",-0.125,0.053,-0.063,0.292,0.04,-0.074,-0.014,-0.109
"SPATA41",-0.071,0.132,0.124,0.022,-0.078,-0.007,-0.078,-0.045
"SPATA9",-0.101,-0.026,-0.033,0.177,0.035,0.144,-0.101,-0.094
"SPDYE3",0.059,0.032,0.071,-0.047,0.136,-0.135,-0.208,0.093
"SPRN",-0.037,0.077,-0.035,0.162,-0.042,-0.042,-0.042,-0.04
"TEKT4",-0.069,0.178,0.04,0.044,-0.074,-0.002,-0.074,-0.044
"TERT",0.125,0.083,-0.039,-0.039,-0.039,-0.035,-0.039,-0.017
"TLR9",0.544,-0.336,-0.318,-0.317,-0.336,-0.329,1.423,-0.333
"TLX2",-0.009,0.103,-0.012,-0.023,-0.027,-0.01,-0.027,0.004
"TMED6",-0.053,0.058,-0.014,-0.088,-0.107,0.074,0.072,0.058
"TMEM132B",-0.089,0.066,0.304,0.031,-0.089,-0.069,-0.089,-0.064
"TMEM151A",-0.022,0.111,-0.022,-0.007,-0.022,0.007,-0.022,-0.022
"TMEM253",-0.12,0.239,0.08,0.214,-0.12,-0.098,-0.12,-0.075
"TP53AIP1",-0.081,0.486,-0.067,-0.073,-0.081,-0.02,-0.081,-0.081
"TP53TG5",-0.034,0.052,-0.034,0.106,-0.034,-0.03,-0.034,0.007
"TPSG1",-0.218,0.306,-0.198,-0.196,0.897,-0.195,-0.218,-0.179
"TREML2",1.098,-0.48,-0.491,-0.515,-0.529,0.045,1.095,-0.222
"TSGA10IP",-0.062,0.015,-0.042,-0.062,0.033,0.241,-0.062,-0.062
"TSSK6",-0.025,0.065,-0.047,0.022,-0.066,0.023,-0.019,0.046
"TTLL9",-0.294,0.432,0.342,-0.134,0.287,-0.04,-0.287,-0.305
"UBE2Q2L",-0.241,0.056,0.103,0.446,0.033,-0.157,-0.274,0.035
"UGT2B17",0.036,0.24,-0.06,-0.04,-0.066,-0.064,-0.066,0.021
"UNC45B",-0.075,-0.092,0.181,-0.073,-0.092,-0.035,-0.092,0.278
"UPK1A",-0.06,0.245,-0.046,-0.002,-0.06,-0.049,-0.06,0.033
"VAT1L",-0.155,-0.074,0.586,0.139,-0.155,-0.117,-0.155,-0.068
"VWA3A",-0.049,0.313,0.072,-0.02,-0.095,-0.054,-0.095,-0.072
"VWA5B2",-0.045,0.258,0.052,-0.058,-0.058,-0.054,-0.058,-0.037
"WDR49",-0.211,0.029,-0.285,-0.226,-0.293,0.265,1.007,-0.285
"WDR93",-0.125,1.033,-0.192,-0.003,-0.213,-0.169,-0.201,-0.129
"WNT16",0.812,-0.101,-0.161,0.005,-0.161,-0.161,-0.161,-0.071
"XKRX",0.235,0.053,-0.118,-0.108,-0.118,-0.087,-0.118,0.261
"YEATS2-AS1",0.086,-0.018,0.067,-0.043,-0.052,0.004,-0.027,-0.018
"ZNF157",0.024,0.018,-0.006,0.044,-0.054,-0.054,-0.054,0.082
"ZNF341-AS1",-0.106,0.075,0.426,-0.093,-0.106,-0.018,-0.106,-0.072
"ZSCAN1",-0.31,1.307,0.187,-0.06,-0.316,-0.283,-0.316,-0.21
"AC000032.1",-0.127,0.147,-0.124,0.177,-0.121,-0.022,0.099,-0.03
"AC004556.1",-0.059,0.141,-0.044,0.138,-0.142,0.374,-0.541,0.133
"AC012213.1",-0.031,0.279,-0.042,-0.042,-0.042,-0.036,-0.042,-0.042
"AC015712.4",-0.186,1.197,-0.187,-0.152,-0.187,-0.164,-0.187,-0.133
"AC016705.2",-0.039,0.594,-0.087,-0.04,-0.114,-0.095,-0.114,-0.105
"AC016722.3",-0.067,0.16,0.079,0.029,-0.076,-0.045,-0.033,-0.047
"AC021683.2",-0.058,0.136,-0.055,0.162,-0.06,-0.038,-0.027,-0.06
"AC024901.1",-0.054,0.298,-0.054,0.008,-0.054,-0.054,-0.054,-0.034
"AC053503.2",-0.086,0.527,-0.105,-0.055,-0.105,-0.075,-0.105,0.005
"AC068051.1",0.074,0.089,0.02,-0.038,-0.067,-0.059,-0.067,0.047
"AC069120.1",-0.118,0.852,-0.139,-0.111,-0.146,-0.12,-0.146,-0.073
"AC073316.1",-0.091,0.06,-0.083,0.425,-0.091,-0.045,-0.091,-0.084
"AC073842.2",0.016,0.058,-0.034,0.032,-0.053,-0.054,-0.088,0.124
"AC078923.1",-0.064,0.416,-0.047,-0.047,-0.081,-0.056,-0.081,-0.039
"AC083967.1",-0.087,0.115,-0.087,0.348,-0.087,-0.068,-0.057,-0.078
"AC089998.4",-0.031,0.225,-0.012,-0.03,-0.081,-0.001,-0.04,-0.029
"AC090115.1",-0.034,0.091,0.035,0.005,0.014,-0.008,-0.055,-0.049
"AC091078.1",-0.063,0.408,-0.044,-0.013,-0.083,-0.069,-0.083,-0.053
"AC093249.2",-0.026,0.089,0.036,-0.023,-0.038,-0.018,-0.038,0.018
"AC096637.2",-0.023,0.128,-0.011,-0.023,-0.023,-0.01,-0.023,-0.016
"AC103923.1",-0.03,0.138,-0.03,-0.008,-0.03,0.002,-0.03,-0.011
"AC107871.2",-0.037,0.173,-0.074,0.087,-0.077,-0.011,-0.077,0.018
"AC112206.2",-0.044,0.178,-0.044,0.053,-0.044,-0.014,-0.044,-0.044
"AC114956.1",-0.01,0.082,-0.015,-0.055,-0.061,-0.044,0.012,0.09
"ACTL8",-0.09,0.579,-0.097,-0.094,-0.103,-0.032,-0.103,-0.059
"ACVR2B-AS1",-0.082,0.321,0.094,0.051,-0.105,-0.08,-0.105,-0.094
"ADARB2",-0.273,-0.138,0.02,-0.317,-0.36,-0.263,-0.307,1.638
"ADRA1B",-0.064,-0.009,0.011,0.319,-0.064,-0.064,-0.064,-0.064
"AL121832.1",-0.012,0.1,-0.015,-0.015,-0.015,-0.012,-0.015,-0.015
"AL354793.1",-0.049,0.292,-0.055,0.036,-0.065,-0.053,-0.065,-0.042
"AL358115.1",-0.013,0.106,0.032,0.024,-0.065,-0.039,-0.065,0.02
"AL358334.3",-0.062,0.03,-0.03,0.075,-0.063,0.177,-0.063,-0.063
"AL391069.1",-0.026,0.01,-0.042,-0.04,0.099,0,-0.005,0.003
"AL590004.4",-0.045,0.176,-0.031,0.076,-0.045,-0.045,-0.045,-0.042
"AL590006.1",-0.041,-0.067,-0.054,-0.069,-0.069,-0.04,-0.069,0.409
"ALOX12B",0.022,0.097,-0.038,-0.013,-0.038,-0.035,-0.038,0.043
"ALX1",-0.04,0.214,-0.04,-0.013,-0.04,-0.038,-0.04,-0.001
"AP001350.1",-0.028,0.033,0.023,0.006,-0.035,-0.01,-0.007,0.018
"AP001496.2",0.187,0.042,0.027,-0.037,-0.159,0.003,-0.262,0.199
"AP001783.1",-0.031,0.162,0.008,-0.025,-0.048,-0.03,-0.012,-0.024
"AP002754.1",-0.038,0.208,-0.038,0.012,-0.038,-0.032,-0.038,-0.038
"AP003100.1",-0.018,0.102,-0.002,-0.018,-0.018,-0.014,-0.018,-0.015
"AS3MT",-0.141,0.522,-0.004,0.292,-0.171,-0.171,-0.171,-0.158
"BVES-AS1",-0.122,0.149,0.065,0.263,-0.122,-0.033,-0.078,-0.122
"C10orf113",-0.031,0.16,-0.006,-0.004,-0.031,-0.031,-0.031,-0.027
"C10orf90",-0.085,0.523,-0.1,-0.078,-0.108,-0.007,-0.074,-0.071
"C11orf16",-0.057,0.262,-0.012,0.003,-0.07,-0.045,-0.05,-0.032
"C11orf91",-0.025,0.074,0.021,0.009,-0.025,-0.007,-0.025,-0.025
"C1QL4",-0.068,0.587,-0.095,-0.072,-0.095,-0.071,-0.095,-0.092
"CABP7",-0.034,0.123,-0.037,0.011,-0.037,0.022,-0.037,-0.011
"CACNA1B",-0.059,0.217,0.005,0.053,-0.091,0.009,-0.055,-0.078
"CASC11",-0.052,0.221,0.011,-0.033,-0.082,0.013,-0.082,0.004
"CCDC192",-0.044,0.14,-0.045,0.119,-0.045,-0.041,-0.045,-0.039
"CDH19",-0.14,0.742,-0.151,-0.071,-0.016,-0.1,-0.151,-0.112
"CFAP126",-0.092,0.536,-0.101,-0.057,-0.101,-0.019,-0.101,-0.063
"CLDN6",-0.054,0.296,0.008,-0.044,-0.054,-0.054,-0.054,-0.046
"COL22A1",-0.115,0.395,1.356,-0.259,-0.42,-0.097,-0.442,-0.419
"COL4A2-AS2",-0.066,-0.066,-0.066,-0.049,-0.066,0.448,-0.066,-0.066
"COL9A1",-0.075,0.522,-0.171,0.333,-0.041,-0.167,-0.191,-0.209
"CORT",-0.112,0.048,0.707,-0.135,-0.168,-0.09,-0.168,-0.081
"COX6A2",-0.059,0.266,-0.067,-0.039,-0.067,-0.024,-0.067,0.057
"CSN3",-0.034,0.235,-0.028,-0.026,-0.085,-0.021,-0.006,-0.035
"DANT1",-0.039,0.2,-0.042,0.014,-0.042,-0.016,-0.042,-0.034
"DCX",-0.219,0.232,-0.186,1.028,-0.224,-0.195,-0.224,-0.212
"DEUP1",-0.096,0.29,-0.096,0.24,-0.096,-0.075,-0.096,-0.072
"DLGAP1-AS5",-0.102,0.606,-0.107,-0.102,-0.107,-0.064,-0.107,-0.017
"DLX6",-0.132,0.445,-0.019,0.136,-0.014,-0.124,-0.149,-0.142
"DLX6-AS1",-0.121,0.347,-0.063,0.081,0.042,-0.047,-0.121,-0.118
"DNAJB13",-0.012,0.303,-0.055,0.02,-0.071,-0.065,-0.071,-0.049
"ERICH3",-0.091,0.355,-0.089,-0.065,-0.107,-0.074,-0.03,0.101
"FAM228A",-0.056,0.071,0.141,0.082,-0.036,-0.029,-0.111,-0.062
"FGF13-AS1",-0.012,0.057,-0.007,0.054,-0.023,-0.023,-0.023,-0.023
"FOXC2-AS1",-0.055,0.109,-0.051,0.215,-0.055,-0.054,-0.055,-0.055
"FOXD3",-0.05,0.303,-0.05,-0.048,-0.05,-0.037,-0.05,-0.019
"GABRA5",-0.035,0.179,-0.024,-0.01,-0.035,-0.023,-0.035,-0.019
"GABRG3",-0.048,0.269,-0.037,-0.046,-0.048,0.001,-0.048,-0.043
"GCOM1",-0.069,0.069,0.298,-0.026,-0.089,-0.015,-0.089,-0.08
"GJB3",-0.221,1.351,-0.158,-0.139,-0.264,-0.133,-0.264,-0.172
"GJB5",-0.144,0.891,-0.136,-0.118,-0.157,-0.144,-0.065,-0.128
"GJB7",0.032,0.171,-0.038,-0.038,-0.038,-0.025,-0.038,-0.028
"GNG12-AS1",-0.078,0.113,0.091,0.14,-0.078,-0.037,-0.078,-0.075
"GP2",-0.18,1.176,-0.124,-0.149,-0.22,-0.125,-0.22,-0.158
"GRIK3",-0.167,0.66,-0.055,0.307,-0.202,-0.192,-0.202,-0.149
"HBZ",-0.028,0.067,-0.01,0.056,-0.028,-0.006,-0.028,-0.025
"HMX2",-0.02,0.315,-0.035,-0.056,-0.061,-0.061,-0.061,-0.022
"HORMAD2-AS1",0.037,-0.048,-0.089,0.356,-0.068,-0.089,-0.093,-0.006
"ID2-AS1",-0.058,0.054,-0.004,0.04,-0.064,0.058,-0.064,0.037
"IGLV2-33",0.391,-0.06,-0.051,-0.06,-0.06,-0.056,-0.06,-0.043
"IP6K3",-0.059,0.189,-0.059,0.097,-0.059,0.007,-0.059,-0.059
"IRX4",-0.306,1.583,-0.232,0.06,-0.306,-0.218,-0.306,-0.277
"KLK13",-0.154,0.727,-0.146,0.095,-0.096,-0.122,-0.154,-0.151
"KRTDAP",0.009,0.344,-0.048,-0.011,-0.107,-0.031,-0.107,-0.049
"LEP",-0.074,-0.032,0.043,-0.019,-0.074,0.279,-0.074,-0.049
"LGALS7B",-0.268,1.476,-0.075,-0.089,-0.31,-0.225,-0.31,-0.199
"LINC00028",-0.056,0.157,-0.035,0.149,-0.056,-0.048,-0.056,-0.056
"LINC00113",-0.013,0.091,-0.013,-0.013,-0.013,-0.01,-0.013,-0.013
"LINC00393",-0.11,0.542,-0.11,-0.077,0.025,-0.097,-0.11,-0.062
"LINC00461",-0.053,0.455,-0.054,-0.078,-0.078,-0.061,-0.078,-0.054
"LINC01122",-0.204,0.646,-0.105,-0.158,-0.285,-0.207,0.485,-0.172
"LINC01152",-0.07,0.589,-0.129,0.124,-0.138,-0.129,-0.138,-0.109
"LINC01556",-0.077,0.251,0.023,-0.008,-0.084,0.002,-0.036,-0.071
"LINC01574",-0.014,0.094,-0.014,-0.014,-0.014,-0.013,-0.014,-0.01
"LINC01600",-0.046,0.195,-0.021,0.048,-0.046,-0.038,-0.046,-0.046
"LINC01843",-0.103,0.439,0.137,-0.09,-0.103,-0.096,-0.103,-0.081
"LINC01948",-0.013,0.634,0.012,-0.073,-0.18,-0.094,-0.18,-0.107
"LINC02065",-0.014,0.108,-0.016,-0.016,-0.016,-0.013,-0.016,-0.016
"LINC02188",-0.155,0.927,-0.073,-0.121,-0.176,-0.149,-0.176,-0.077
"LINP1",0.001,0.668,-0.115,-0.105,-0.134,-0.101,-0.172,-0.042
"LRCOL1",-0.227,0.013,0.533,0.521,-0.162,-0.227,-0.232,-0.22
"LRRC55",-0.13,-0.139,0.721,0.147,-0.15,-0.147,-0.15,-0.15
"MAATS1",-0.374,1.04,0.152,0.84,-0.5,-0.241,-0.5,-0.419
"MFSD6L",-0.121,0.692,-0.066,-0.168,-0.115,0.087,-0.203,-0.106
"MGAM2",-0.093,0.48,-0.053,-0.011,-0.114,-0.04,-0.114,-0.056
"MMP8",-0.065,-0.024,-0.055,-0.064,-0.065,0.402,-0.065,-0.064
"MS4A15",-0.08,0.448,-0.08,0.011,-0.08,-0.068,-0.08,-0.071
"MTUS2",-0.075,0.298,0.017,-0.048,-0.075,0.02,-0.075,-0.063
"NKX2-5",-0.127,0.742,-0.05,-0.096,-0.128,-0.092,-0.128,-0.121
"NKX2-8",-0.104,0.623,-0.081,-0.036,-0.109,-0.092,-0.109,-0.091
"NTF4",-0.121,0.981,-0.159,-0.09,-0.159,-0.147,-0.159,-0.145
"OCA2",-0.042,0.239,-0.042,-0.002,-0.042,-0.034,-0.042,-0.037
"ODAM",-0.138,0.558,0.017,-0.061,-0.189,-0.05,-0.082,-0.055
"OGDHL",-0.018,0.216,-0.037,-0.029,-0.037,-0.036,-0.037,-0.022
"OXGR1",-0.059,0.303,-0.047,-0.012,-0.059,-0.007,-0.059,-0.059
"PCDH11X",-0.039,0.095,0.022,0.092,-0.043,-0.043,-0.043,-0.04
"PCDH8",-0.061,0.291,-0.023,0.025,-0.061,-0.053,-0.061,-0.057
"PCDHA13",-0.037,0.145,-0.029,0.063,-0.037,-0.037,-0.037,-0.03
"PCDHAC1",-0.035,0.114,-0.028,0.032,-0.035,-0.035,-0.035,0.023
"PCDHB8",-0.191,0.469,0.285,0.181,-0.197,-0.163,-0.197,-0.187
"PCDHGA1",-0.054,0.349,0.114,0.026,-0.114,-0.114,-0.114,-0.091
"PCP4L1",-0.193,0.991,-0.233,0.191,-0.245,-0.172,-0.201,-0.138
"PDIA2",-0.084,0.428,-0.084,-0.023,-0.087,-0.064,-0.039,-0.046
"PEX5L",-0.072,0.361,0.007,-0.05,-0.076,-0.024,-0.076,-0.07
"PLD5",0.314,0.18,-0.09,0.058,-0.123,-0.107,-0.123,-0.109
"PP2D1",-0.019,0.016,-0.002,0.004,-0.035,0.044,-0.035,0.026
"PRSS2",-0.047,0.424,0.147,-0.056,-0.168,-0.119,-0.168,-0.012
"PRSS3",-0.075,0.312,0.024,-0.06,-0.075,-0.024,-0.075,-0.027
"RBAKDN",-0.066,0.089,-0.066,-0.042,-0.066,0.236,-0.066,-0.018
"RGR",-0.079,0.457,-0.079,-0.014,-0.079,-0.046,-0.079,-0.079
"RIPPLY2",-0.059,0.172,-0.059,0.115,-0.059,-0.03,-0.028,-0.053
"ROCR",-0.075,1.003,-0.13,-0.124,-0.199,-0.129,-0.199,-0.148
"RPRM",-0.099,0.295,-0.071,0.107,-0.102,-0.093,-0.053,0.016
"SAXO1",-0.056,0.122,-0.021,0.006,-0.056,-0.018,-0.056,0.079
"SERPINA11",-0.173,1.275,-0.158,-0.128,-0.269,-0.178,-0.269,-0.099
"SH3GL3",-0.044,0.252,-0.044,0.003,-0.044,-0.043,-0.044,-0.037
"SLC15A1",-0.057,0.547,-0.054,-0.046,-0.11,-0.093,-0.11,-0.077
"SLC19A3",-0.091,0.004,0.038,0.371,-0.091,-0.051,-0.091,-0.091
"SLC27A6",-0.158,0.924,-0.103,-0.014,-0.171,-0.171,-0.171,-0.134
"SLC6A15",-0.073,0.631,-0.087,-0.054,-0.119,-0.116,-0.119,-0.063
"SMIM11A",-0.039,0.036,0.064,0.042,-0.046,-0.02,-0.046,0.008
"SNAP91",-0.064,0.174,-0.064,0.12,-0.064,-0.055,-0.018,-0.03
"SORCS1",-0.103,0.563,-0.131,0.084,-0.136,-0.066,-0.136,-0.075
"SPIC",-0.044,-0.032,-0.044,-0.018,-0.044,0.266,-0.044,-0.041
"STAR",-0.169,0.314,-0.115,0.406,-0.052,-0.083,-0.177,-0.125
"STPG4",-0.045,0.252,-0.043,-0.021,-0.049,-0.037,-0.049,-0.009
"SULT4A1",-0.088,0.361,-0.022,0.075,-0.089,-0.068,-0.089,-0.079
"SYNPO2L",0.02,0.226,-0.061,0.008,-0.081,0.025,-0.081,-0.057
"TLX1",-0.041,0.204,0.01,-0.035,-0.046,-0.009,-0.046,-0.037
"TMEM74",-0.051,0.175,0.047,0.116,-0.08,-0.053,-0.08,-0.075
"TMPRSS12",-0.042,0.295,-0.051,-0.051,-0.051,-0.031,-0.051,-0.02
"TNFSF18",-0.123,-0.101,-0.049,0.155,-0.126,0.434,-0.126,-0.065
"TPPP2",-0.027,0.121,-0.027,0.002,-0.027,0.01,-0.027,-0.027
"TRIM72",-0.068,0.311,-0.047,-0.052,-0.068,0.028,-0.068,-0.035
"TUBAL3",-0.058,0.214,0.074,-0.037,-0.027,-0.059,-0.06,-0.046
"TUBB8",-0.083,0.419,0.068,-0.086,-0.151,-0.087,0.038,-0.117
"UMOD",-0.032,0.318,-0.052,0.008,-0.061,-0.06,-0.061,-0.06
"ZFP42",-0.031,0.137,0.037,-0.028,-0.031,-0.025,-0.031,-0.028
"ZFP57",-0.016,0.126,-0.252,-0.032,-0.354,0.418,-0.26,0.369
"ZIC4",-0.115,0.478,-0.044,0.132,-0.115,-0.105,-0.115,-0.115
"ZIM2-AS1",-0.051,0.324,-0.069,0.064,-0.081,-0.03,-0.081,-0.077
"AC004231.1",-0.03,0.238,-0.028,-0.022,-0.041,-0.041,-0.041,-0.036
"AC010890.1",-0.151,0.162,-0.067,0.197,-0.151,0.297,-0.151,-0.134
"AC011503.1",-0.222,-0.084,-0.244,1.494,-0.248,-0.248,-0.248,-0.198
"AC021146.12",-0.042,0.257,-0.046,-0.046,-0.046,0.013,-0.046,-0.046
"AC025040.1",-0.012,-0.008,-0.012,0.021,-0.012,0.029,-0.012,0.005
"AC025183.1",-0.052,0.339,-0.052,-0.046,-0.052,-0.05,-0.052,-0.036
"AC027601.4",-0.04,0.011,0.013,0.075,-0.054,-0.019,-0.054,0.067
"AC036103.1",-0.065,0.096,0.043,0.053,-0.07,0.024,-0.028,-0.051
"AC093673.2",-0.029,0.035,-0.029,-0.029,-0.029,0.11,-0.029,0
"AC098828.2",-0.002,0.117,-0.036,0.075,-0.061,-0.015,-0.018,-0.06
"AC102953.1",-0.014,0.015,-0.015,0.012,-0.02,0.061,-0.02,-0.02
"AC108718.1",0.105,-0.086,-0.086,-0.069,-0.086,0.12,-0.009,0.112
"AC110285.1",-0.029,0.165,-0.029,-0.026,-0.029,0.005,-0.029,-0.026
"AC118658.1",0.033,0.086,-0.034,0.004,-0.034,-0.012,-0.034,-0.009
"AC139149.1",0.072,0.15,-0.031,-0.01,-0.054,-0.028,-0.054,-0.046
"ADAMTS8",-0.234,0.22,-0.213,1.106,-0.236,-0.188,-0.236,-0.218
"ADRA2B",-0.283,-0.115,0.214,0.485,-0.309,0.226,-0.041,-0.176
"AL031118.1",-0.039,0.023,0.062,0.069,-0.039,-0.012,-0.039,-0.026
"AL353593.1",-0.14,0.082,0.246,0.094,-0.148,-0.088,-0.019,-0.027
"AL354892.2",-0.039,0.125,-0.039,-0.032,-0.039,0.101,-0.039,-0.039
"AL356356.1",-0.098,0.089,0.07,-0.03,-0.098,0.168,-0.062,-0.04
"AL390115.1",-0.051,0.179,-0.008,0.069,-0.051,-0.049,-0.051,-0.039
"AL390294.1",-0.119,0.723,-0.086,-0.093,-0.119,-0.1,-0.119,-0.088
"AL391244.2",-0.053,0.058,0.067,0.092,-0.053,-0.041,-0.016,-0.053
"AL391832.1",0.038,0.107,-0.041,-0.041,-0.041,-0.025,0.036,-0.033
"AL589745.1",-0.06,-0.056,-0.032,-0.05,0.027,0.291,-0.06,-0.06
"AL590652.1",-0.062,0.373,-0.039,-0.034,-0.062,-0.053,-0.062,-0.062
"ALDH1L1",-0.091,0.343,-0.077,0.336,-0.141,-0.109,-0.141,-0.119
"ALX3",-0.106,0.278,-0.106,0.301,-0.106,-0.065,-0.106,-0.089
"ANO4",-0.074,0.099,-0.011,0.341,-0.091,-0.085,-0.091,-0.087
"AP001005.3",-0.025,0.342,-0.055,-0.055,-0.055,-0.055,-0.055,-0.043
"AP003900.1",0.019,0.223,-0.051,0.011,-0.051,-0.051,-0.051,-0.051
"APOA2",-0.063,0.054,0.015,0.032,-0.063,0.017,-0.063,0.072
"ASCL1",-0.119,0.696,-0.042,-0.05,-0.138,-0.067,-0.233,-0.047
"C18orf65",-0.058,0.097,-0.044,0.108,-0.089,0.089,-0.019,-0.084
"C6orf15",-0.147,0.925,-0.171,-0.121,-0.191,0.019,-0.191,-0.123
"CCDC87",-0.099,0.331,0.017,-0.013,-0.099,-0.072,-0.057,-0.008
"CDH7",-0.073,0.342,0.004,-0.043,-0.073,-0.009,-0.073,-0.073
